delivery_date,time_code,opening_price_jpy_kwh,highest_price_jpy_kwh,lowest_price_jpy_kwh,last_price_jpy_kwh,average_price_jpy_kwh,total_volume_kwh,number_of_contracts,source
2026-04-15,48,18.04,19.04,9.47,11.4,16.26,192050,163,JEPX public intraday CSV
2026-04-16,1,19.05,19.05,4.0,17.37,13.31,279300,112,JEPX public intraday CSV
2026-04-16,2,17.38,17.38,4.0,16.94,13.24,159800,73,JEPX public intraday CSV
2026-04-16,3,17.28,17.28,4.0,17.25,13.28,115400,71,JEPX public intraday CSV
2026-04-16,4,17.0,17.3,6.91,15.01,12.06,153350,88,JEPX public intraday CSV
2026-04-16,5,17.0,17.44,6.91,17.34,10.93,198750,88,JEPX public intraday CSV
2026-04-16,6,18.0,18.54,6.92,11.0,11.13,253350,113,JEPX public intraday CSV
2026-04-16,7,18.09,18.09,6.55,17.99,11.25,182050,97,JEPX public intraday CSV
2026-04-16,8,18.57,18.57,6.56,18.47,12.21,250850,95,JEPX public intraday CSV
2026-04-16,9,19.87,20.07,6.56,12.45,13.24,263650,94,JEPX public intraday CSV
2026-04-16,10,19.76,22.23,6.56,15.01,15.78,385100,129,JEPX public intraday CSV
2026-04-16,11,20.07,20.22,6.56,15.0,14.65,414150,123,JEPX public intraday CSV
2026-04-16,12,20.72,21.39,6.58,17.74,17.2,295900,137,JEPX public intraday CSV
2026-04-16,13,19.75,19.93,6.8,11.0,15.2,474200,196,JEPX public intraday CSV
2026-04-16,14,17.55,19.65,1.8,10.1,13.42,274350,119,JEPX public intraday CSV
2026-04-16,15,16.17,19.15,0.03,7.05,12.5,235050,146,JEPX public intraday CSV
2026-04-16,16,11.46,18.57,1.8,14.0,11.23,231100,175,JEPX public intraday CSV
2026-04-16,17,18.34,18.34,0.01,9.01,9.59,195550,143,JEPX public intraday CSV
2026-04-16,18,17.79,19.94,0.01,9.65,7.38,472350,255,JEPX public intraday CSV
2026-04-16,19,16.59,16.59,0.01,6.0,5.94,492100,220,JEPX public intraday CSV
2026-04-16,20,16.37,16.37,0.01,6.01,7.8,321900,169,JEPX public intraday CSV
2026-04-16,21,8.4,8.5,0.01,0.02,4.48,796300,266,JEPX public intraday CSV
2026-04-16,22,3.1,7.85,0.01,2.95,3.32,641100,243,JEPX public intraday CSV
2026-04-16,23,1.1,8.0,0.01,1.0,3.3,742950,241,JEPX public intraday CSV
2026-04-16,24,0.2,5.0,0.01,0.01,1.87,835850,341,JEPX public intraday CSV
2026-04-16,25,0.01,2.46,0.01,0.01,0.75,711750,301,JEPX public intraday CSV
2026-04-16,26,0.01,5.0,0.01,0.01,1.15,766150,400,JEPX public intraday CSV
2026-04-16,27,2.1,6.0,0.01,2.0,2.94,481000,277,JEPX public intraday CSV
2026-04-16,28,5.99,9.54,0.01,9.54,5.26,400950,250,JEPX public intraday CSV
2026-04-16,29,6.93,8.71,0.01,5.01,5.22,441250,240,JEPX public intraday CSV
2026-04-16,30,7.91,10.37,0.01,3.79,4.98,463350,256,JEPX public intraday CSV
2026-04-16,31,0.01,10.1,0.01,7.04,4.93,549750,297,JEPX public intraday CSV
2026-04-16,32,15.44,18.53,0.01,13.85,8.04,566900,275,JEPX public intraday CSV
2026-04-16,33,2.0,18.18,1.99,16.5,9.08,510100,251,JEPX public intraday CSV
2026-04-16,34,8.55,24.71,6.6,8.64,16.39,488200,256,JEPX public intraday CSV
2026-04-16,35,26.5,28.07,6.22,19.19,20.81,448300,277,JEPX public intraday CSV
2026-04-16,36,29.9,30.0,5.82,18.0,20.84,473200,265,JEPX public intraday CSV
2026-04-16,37,44.94,50.01,1.5,15.5,31.7,710150,267,JEPX public intraday CSV
2026-04-16,38,49.0,53.0,5.89,40.01,35.34,916000,301,JEPX public intraday CSV
2026-04-16,39,49.93,57.38,5.23,16.09,36.99,927750,304,JEPX public intraday CSV
2026-04-16,40,48.0,53.0,1.5,40.0,36.02,946900,303,JEPX public intraday CSV
2026-04-16,41,48.0,50.0,1.5,13.98,34.88,885650,270,JEPX public intraday CSV
2026-04-16,42,48.0,53.1,1.5,15.48,33.2,943850,295,JEPX public intraday CSV
2026-04-16,43,45.0,45.0,1.5,16.24,27.62,787650,274,JEPX public intraday CSV
2026-04-16,44,29.93,30.1,1.5,14.5,19.42,629550,227,JEPX public intraday CSV
2026-04-16,45,25.99,26.56,1.5,22.5,18.81,665100,244,JEPX public intraday CSV
2026-04-16,46,25.87,26.94,1.5,15.98,19.21,601700,255,JEPX public intraday CSV
2026-04-16,47,25.46,26.53,7.0,14.79,18.22,638900,244,JEPX public intraday CSV
2026-04-16,48,24.39,25.46,5.94,10.6,14.84,385900,188,JEPX public intraday CSV
2026-04-17,1,18.48,19.09,8.46,17.26,16.71,57700,65,JEPX public intraday CSV
2026-04-17,2,18.35,18.86,8.44,18.86,16.67,57500,65,JEPX public intraday CSV
2026-04-17,3,20.06,20.46,8.09,19.17,19.07,72250,62,JEPX public intraday CSV
2026-04-17,4,8.64,22.4,7.29,17.89,18.92,129650,78,JEPX public intraday CSV
2026-04-17,5,8.84,22.0,8.07,18.0,20.4,91200,61,JEPX public intraday CSV
2026-04-17,6,9.76,25.1,7.27,10.0,21.86,75850,68,JEPX public intraday CSV
2026-04-17,7,19.97,25.72,9.0,21.22,18.58,223500,110,JEPX public intraday CSV
2026-04-17,8,10.02,27.19,9.02,10.39,21.18,243200,117,JEPX public intraday CSV
2026-04-17,9,17.22,19.92,10.12,16.73,15.04,333650,128,JEPX public intraday CSV
2026-04-17,10,18.99,19.92,10.0,11.56,14.38,366300,134,JEPX public intraday CSV
2026-04-17,11,24.0,24.1,8.68,10.0,16.0,310500,139,JEPX public intraday CSV
2026-04-17,12,20.0,20.5,6.84,11.01,17.16,253950,134,JEPX public intraday CSV
2026-04-17,13,24.11,24.62,7.84,20.01,15.33,209400,126,JEPX public intraday CSV
2026-04-17,14,17.44,18.7,6.76,7.06,11.8,225400,136,JEPX public intraday CSV
2026-04-17,15,16.41,16.99,7.01,7.01,10.92,171600,137,JEPX public intraday CSV
2026-04-17,16,15.61,16.0,6.84,9.99,9.85,263300,203,JEPX public intraday CSV
2026-04-17,17,14.6,18.78,4.0,9.99,9.94,289650,189,JEPX public intraday CSV
2026-04-17,18,11.55,14.56,6.79,10.56,10.66,267000,168,JEPX public intraday CSV
2026-04-17,19,11.42,16.99,2.85,16.99,9.81,298500,181,JEPX public intraday CSV
2026-04-17,20,8.51,18.81,0.9,10.43,7.75,277100,195,JEPX public intraday CSV
2026-04-17,21,0.01,17.39,0.01,17.0,8.07,389800,239,JEPX public intraday CSV
2026-04-17,22,0.01,15.34,0.01,13.71,7.75,473600,259,JEPX public intraday CSV
2026-04-17,23,0.01,16.17,0.01,11.45,7.63,409750,254,JEPX public intraday CSV
2026-04-17,24,0.01,18.58,0.01,10.0,6.94,307450,238,JEPX public intraday CSV
2026-04-17,25,0.01,13.0,0.01,3.51,5.33,555950,293,JEPX public intraday CSV
2026-04-17,26,0.01,15.84,0.01,0.01,7.02,462950,296,JEPX public intraday CSV
2026-04-17,27,0.57,18.84,0.49,8.95,8.07,471750,301,JEPX public intraday CSV
2026-04-17,28,10.4,18.58,0.01,10.49,10.23,417350,273,JEPX public intraday CSV
2026-04-17,29,7.04,18.65,5.97,10.56,12.68,499850,279,JEPX public intraday CSV
2026-04-17,30,14.61,20.0,6.77,8.16,12.26,406700,261,JEPX public intraday CSV
2026-04-17,31,16.35,27.0,7.14,10.22,11.4,501250,286,JEPX public intraday CSV
2026-04-17,32,16.54,30.0,8.55,15.05,15.43,587150,303,JEPX public intraday CSV
2026-04-17,33,19.8,20.0,0.01,6.83,13.16,610950,315,JEPX public intraday CSV
2026-04-17,34,14.08,24.47,0.01,24.37,16.58,648150,283,JEPX public intraday CSV
2026-04-17,35,24.97,25.1,2.85,20.01,15.44,617150,286,JEPX public intraday CSV
2026-04-17,36,29.9,30.0,5.74,16.97,19.86,498500,263,JEPX public intraday CSV
2026-04-17,37,26.17,27.0,5.77,19.96,20.07,360600,222,JEPX public intraday CSV
2026-04-17,38,39.01,40.5,5.8,16.1,27.98,479300,223,JEPX public intraday CSV
2026-04-17,39,29.9,30.0,0.1,16.36,22.3,252600,174,JEPX public intraday CSV
2026-04-17,40,29.9,31.04,5.79,15.03,22.11,220150,178,JEPX public intraday CSV
2026-04-17,41,25.32,25.32,5.83,18.94,18.47,236750,170,JEPX public intraday CSV
2026-04-17,42,14.61,24.62,5.16,14.46,19.7,346750,211,JEPX public intraday CSV
2026-04-17,43,24.62,24.62,5.83,14.46,18.67,222550,168,JEPX public intraday CSV
2026-04-17,44,22.25,22.25,5.82,11.9,16.43,195300,175,JEPX public intraday CSV
2026-04-17,45,45.0,45.97,5.82,20.0,28.66,448250,202,JEPX public intraday CSV
2026-04-17,46,26.85,26.9,0.1,9.76,17.2,272550,169,JEPX public intraday CSV
2026-04-17,47,26.79,26.84,0.01,20.0,19.1,225550,165,JEPX public intraday CSV
2026-04-17,48,24.27,24.37,0.1,20.0,16.72,162800,149,JEPX public intraday CSV
2026-04-18,1,23.0,23.1,8.87,8.94,16.38,274750,105,JEPX public intraday CSV
2026-04-18,2,23.0,26.15,8.44,23.05,20.37,375000,95,JEPX public intraday CSV
2026-04-18,3,23.0,25.1,8.4,22.0,20.03,360550,79,JEPX public intraday CSV
2026-04-18,4,23.0,23.0,8.71,22.0,14.39,166200,70,JEPX public intraday CSV
2026-04-18,5,23.27,23.74,6.92,20.4,14.9,238450,87,JEPX public intraday CSV
2026-04-18,6,24.0,24.36,9.23,23.63,16.39,303200,89,JEPX public intraday CSV
2026-04-18,7,24.0,35.0,9.04,9.04,22.09,605150,144,JEPX public intraday CSV
2026-04-18,8,23.56,26.69,8.44,10.41,17.44,348750,126,JEPX public intraday CSV
2026-04-18,9,24.14,35.0,8.62,18.5,23.7,668450,176,JEPX public intraday CSV
2026-04-18,10,24.14,35.0,8.61,18.5,23.27,568000,175,JEPX public intraday CSV
2026-04-18,11,24.56,30.0,10.54,26.08,22.15,306750,134,JEPX public intraday CSV
2026-04-18,12,23.42,23.99,9.53,9.99,17.89,233950,127,JEPX public intraday CSV
2026-04-18,13,18.38,18.87,8.63,12.5,13.91,228700,131,JEPX public intraday CSV
2026-04-18,14,15.88,26.0,6.83,12.01,14.76,157600,112,JEPX public intraday CSV
2026-04-18,15,14.81,17.0,6.68,8.01,12.53,248000,151,JEPX public intraday CSV
2026-04-18,16,12.97,18.13,6.92,9.99,11.12,263550,134,JEPX public intraday CSV
2026-04-18,17,8.57,16.55,7.0,7.0,10.45,312800,167,JEPX public intraday CSV
2026-04-18,18,8.51,12.0,5.0,5.0,9.73,535200,189,JEPX public intraday CSV
2026-04-18,19,8.3,10.5,0.02,0.02,9.53,624950,215,JEPX public intraday CSV
2026-04-18,20,3.5,10.0,3.0,7.04,8.26,567900,191,JEPX public intraday CSV
2026-04-18,21,5.0,14.75,4.01,4.01,8.55,204800,163,JEPX public intraday CSV
2026-04-18,22,12.86,13.03,0.01,2.0,7.97,338100,207,JEPX public intraday CSV
2026-04-18,23,12.86,13.03,0.01,3.99,8.19,348050,221,JEPX public intraday CSV
2026-04-18,24,12.86,13.03,3.0,3.99,8.34,336700,218,JEPX public intraday CSV
2026-04-18,25,14.24,14.41,0.01,3.89,6.38,262950,208,JEPX public intraday CSV
2026-04-18,26,7.39,13.03,0.01,10.96,5.54,282800,208,JEPX public intraday CSV
2026-04-18,27,3.31,10.39,0.01,1.99,6.57,736500,303,JEPX public intraday CSV
2026-04-18,28,7.58,14.68,0.99,4.0,7.5,411550,229,JEPX public intraday CSV
2026-04-18,29,7.9,16.77,5.93,12.89,9.44,462100,256,JEPX public intraday CSV
2026-04-18,30,12.86,15.2,6.0,8.96,9.74,263500,209,JEPX public intraday CSV
2026-04-18,31,14.65,17.19,6.74,10.0,11.48,323700,240,JEPX public intraday CSV
2026-04-18,32,10.0,17.11,7.0,12.99,12.71,562850,305,JEPX public intraday CSV
2026-04-18,33,15.88,17.95,7.06,9.0,11.8,316350,233,JEPX public intraday CSV
2026-04-18,34,20.93,21.11,6.62,6.62,11.81,279850,219,JEPX public intraday CSV
2026-04-18,35,22.93,25.0,8.1,9.99,13.73,387200,215,JEPX public intraday CSV
2026-04-18,36,22.98,23.15,8.03,9.22,11.44,470000,186,JEPX public intraday CSV
2026-04-18,37,29.34,30.27,8.03,9.99,15.98,563100,231,JEPX public intraday CSV
2026-04-18,38,34.83,35.83,8.61,18.62,17.13,867150,277,JEPX public intraday CSV
2026-04-18,39,24.0,25.07,8.62,19.01,20.51,277000,151,JEPX public intraday CSV
2026-04-18,40,23.7,25.77,8.23,16.65,13.33,484650,193,JEPX public intraday CSV
2026-04-18,41,24.93,25.0,8.57,10.62,12.74,562200,199,JEPX public intraday CSV
2026-04-18,42,23.42,23.59,8.58,15.01,16.96,182200,135,JEPX public intraday CSV
2026-04-18,43,23.42,23.59,8.44,16.6,12.07,590900,220,JEPX public intraday CSV
2026-04-18,44,23.27,23.44,8.45,19.0,12.31,632050,212,JEPX public intraday CSV
2026-04-18,45,23.7,25.77,8.44,20.0,13.26,625100,225,JEPX public intraday CSV
2026-04-18,46,18.3,19.88,8.44,14.0,14.11,167300,103,JEPX public intraday CSV
2026-04-18,47,18.3,22.0,8.44,16.64,16.72,166150,123,JEPX public intraday CSV
2026-04-18,48,18.93,19.1,8.44,16.6,15.46,143850,119,JEPX public intraday CSV
2026-04-19,1,20.0,20.0,8.44,10.01,11.78,51450,34,JEPX public intraday CSV
2026-04-19,2,20.0,20.0,8.51,16.2,11.71,74150,37,JEPX public intraday CSV
2026-04-19,3,8.0,15.97,8.0,8.1,11.81,83100,44,JEPX public intraday CSV
2026-04-19,4,15.88,15.88,8.4,15.67,12.68,96300,43,JEPX public intraday CSV
2026-04-19,5,15.85,16.0,8.61,15.68,12.73,68200,31,JEPX public intraday CSV
2026-04-19,6,15.93,16.55,8.84,16.45,12.6,59600,31,JEPX public intraday CSV
2026-04-19,7,20.0,20.0,8.65,19.13,15.52,95400,57,JEPX public intraday CSV
2026-04-19,8,20.0,20.0,8.2,16.32,12.18,101550,47,JEPX public intraday CSV
2026-04-19,9,15.59,23.0,8.54,17.48,17.35,213200,95,JEPX public intraday CSV
2026-04-19,10,20.0,25.3,8.51,19.0,16.49,183050,89,JEPX public intraday CSV
2026-04-19,11,20.0,23.0,8.24,10.01,15.58,149500,70,JEPX public intraday CSV
2026-04-19,12,15.71,18.29,8.54,11.32,12.55,91900,73,JEPX public intraday CSV
2026-04-19,13,20.0,20.0,8.0,12.38,11.65,57950,70,JEPX public intraday CSV
2026-04-19,14,8.02,16.57,7.51,10.41,9.69,71600,69,JEPX public intraday CSV
2026-04-19,15,15.2,15.2,3.11,8.16,8.02,145300,105,JEPX public intraday CSV
2026-04-19,16,20.0,20.0,0.01,4.99,6.09,221500,137,JEPX public intraday CSV
2026-04-19,17,0.01,14.15,0.01,2.45,3.96,540300,200,JEPX public intraday CSV
2026-04-19,18,0.01,3.93,0.01,0.1,1.19,878600,220,JEPX public intraday CSV
2026-04-19,19,1.0,2.74,0.01,0.02,0.95,1002400,242,JEPX public intraday CSV
2026-04-19,20,0.01,3.01,0.01,0.11,0.64,1204500,260,JEPX public intraday CSV
2026-04-19,21,20.0,20.0,0.01,0.01,0.71,1059050,328,JEPX public intraday CSV
2026-04-19,22,0.01,2.35,0.01,1.0,0.52,1218350,335,JEPX public intraday CSV
2026-04-19,23,0.01,2.35,0.01,0.01,0.51,1175050,349,JEPX public intraday CSV
2026-04-19,24,0.01,2.5,0.01,0.01,0.57,1218000,348,JEPX public intraday CSV
2026-04-19,25,0.01,2.5,0.01,0.01,0.67,1104050,325,JEPX public intraday CSV
2026-04-19,26,0.01,3.02,0.01,0.01,0.81,1101850,287,JEPX public intraday CSV
2026-04-19,27,0.01,3.15,0.01,1.0,1.15,822800,219,JEPX public intraday CSV
2026-04-19,28,0.01,4.0,0.01,0.32,1.76,781650,271,JEPX public intraday CSV
2026-04-19,29,20.0,20.0,0.01,5.0,3.19,553050,224,JEPX public intraday CSV
2026-04-19,30,0.01,20.0,0.01,7.53,2.59,540950,222,JEPX public intraday CSV
2026-04-19,31,0.01,20.0,0.01,6.16,3.56,547050,245,JEPX public intraday CSV
2026-04-19,32,0.01,20.0,0.01,0.32,6.62,381950,190,JEPX public intraday CSV
2026-04-19,33,20.0,20.0,5.1,12.45,9.48,150500,178,JEPX public intraday CSV
2026-04-19,34,20.0,20.0,8.26,8.84,10.26,204150,149,JEPX public intraday CSV
2026-04-19,35,20.0,20.0,7.06,7.06,13.13,185200,142,JEPX public intraday CSV
2026-04-19,36,24.0,27.62,7.94,10.01,18.79,209550,134,JEPX public intraday CSV
2026-04-19,37,15.73,35.3,8.74,20.0,23.65,403000,163,JEPX public intraday CSV
2026-04-19,38,20.0,50.0,8.42,11.01,26.73,925900,210,JEPX public intraday CSV
2026-04-19,39,23.45,26.98,8.44,13.4,13.38,524450,183,JEPX public intraday CSV
2026-04-19,40,37.5,41.9,7.05,16.3,22.32,884600,211,JEPX public intraday CSV
2026-04-19,41,20.0,50.0,8.41,20.0,32.12,872600,196,JEPX public intraday CSV
2026-04-19,42,40.3,44.9,8.43,22.66,31.86,662550,195,JEPX public intraday CSV
2026-04-19,43,33.99,37.83,8.45,10.01,22.62,375100,147,JEPX public intraday CSV
2026-04-19,44,24.1,25.01,6.92,16.91,19.54,331300,169,JEPX public intraday CSV
2026-04-19,45,24.02,24.02,6.89,18.0,13.12,407450,174,JEPX public intraday CSV
2026-04-19,46,20.24,20.74,6.89,18.54,16.57,217950,150,JEPX public intraday CSV
2026-04-19,47,20.28,20.78,6.89,15.6,17.08,223000,134,JEPX public intraday CSV
2026-04-19,48,17.98,18.48,6.89,7.14,14.2,141500,110,JEPX public intraday CSV
2026-04-20,1,15.31,16.51,6.93,16.21,12.92,50750,38,JEPX public intraday CSV
2026-04-20,2,15.89,15.9,6.91,15.79,13.49,56300,50,JEPX public intraday CSV
2026-04-20,3,16.0,16.01,6.91,15.9,13.09,67800,50,JEPX public intraday CSV
2026-04-20,4,16.08,16.58,6.81,15.98,14.05,49550,39,JEPX public intraday CSV
2026-04-20,5,16.09,16.59,7.73,10.01,13.97,60250,44,JEPX public intraday CSV
2026-04-20,6,16.23,16.73,7.99,10.01,14.19,25450,31,JEPX public intraday CSV
2026-04-20,7,16.45,16.95,6.66,15.7,14.67,36950,42,JEPX public intraday CSV
2026-04-20,8,16.92,17.42,6.71,11.92,15.19,34250,44,JEPX public intraday CSV
2026-04-20,9,18.45,18.75,8.09,10.01,16.65,53400,60,JEPX public intraday CSV
2026-04-20,10,19.51,19.81,7.9,10.01,17.11,63500,62,JEPX public intraday CSV
2026-04-20,11,20.0,21.0,8.1,19.9,18.04,101150,74,JEPX public intraday CSV
2026-04-20,12,17.55,18.16,8.11,11.04,16.67,87700,69,JEPX public intraday CSV
2026-04-20,13,17.4,17.9,6.8,10.01,15.62,89050,78,JEPX public intraday CSV
2026-04-20,14,9.32,19.41,6.93,9.19,13.47,101450,91,JEPX public intraday CSV
2026-04-20,15,7.9,19.22,6.82,7.41,13.84,102000,90,JEPX public intraday CSV
2026-04-20,16,8.06,19.18,7.17,7.62,13.11,143300,101,JEPX public intraday CSV
2026-04-20,17,15.39,16.27,0.25,7.67,11.17,219850,131,JEPX public intraday CSV
2026-04-20,18,6.9,15.4,2.01,7.46,11.2,231050,138,JEPX public intraday CSV
2026-04-20,19,5.61,15.39,2.71,8.39,10.81,133250,113,JEPX public intraday CSV
2026-04-20,20,5.73,14.94,0.12,0.12,9.15,193250,133,JEPX public intraday CSV
2026-04-20,21,1.8,17.17,0.12,9.5,9.72,383900,181,JEPX public intraday CSV
2026-04-20,22,11.33,18.71,0.12,0.12,9.39,439700,198,JEPX public intraday CSV
2026-04-20,23,0.2,15.62,0.01,0.01,9.04,538050,227,JEPX public intraday CSV
2026-04-20,24,0.2,15.33,0.01,0.01,8.22,582150,254,JEPX public intraday CSV
2026-04-20,25,0.2,14.24,0.01,6.73,6.41,530900,245,JEPX public intraday CSV
2026-04-20,26,0.2,14.62,0.01,10.06,6.13,452200,212,JEPX public intraday CSV
2026-04-20,27,0.1,14.54,0.01,0.07,8.95,445800,210,JEPX public intraday CSV
2026-04-20,28,0.1,15.63,0.01,13.13,10.81,389000,208,JEPX public intraday CSV
2026-04-20,29,14.99,15.5,1.0,6.36,12.01,195250,177,JEPX public intraday CSV
2026-04-20,30,7.04,16.9,3.69,5.54,12.94,340250,199,JEPX public intraday CSV
2026-04-20,31,17.39,19.89,5.91,7.8,12.46,292250,193,JEPX public intraday CSV
2026-04-20,32,20.0,22.5,0.01,0.01,14.13,421150,233,JEPX public intraday CSV
2026-04-20,33,17.28,22.4,7.61,8.91,13.98,409750,248,JEPX public intraday CSV
2026-04-20,34,24.05,25.05,8.74,10.91,17.0,479200,230,JEPX public intraday CSV
2026-04-20,35,29.9,30.1,8.99,10.01,17.88,642400,258,JEPX public intraday CSV
2026-04-20,36,19.6,41.5,2.5,18.15,22.82,984450,286,JEPX public intraday CSV
2026-04-20,37,43.5,46.5,8.16,10.01,24.06,1013000,299,JEPX public intraday CSV
2026-04-20,38,48.9,50.0,8.93,50.0,24.89,1000800,278,JEPX public intraday CSV
2026-04-20,39,14.21,42.6,9.24,14.63,21.8,958600,255,JEPX public intraday CSV
2026-04-20,40,26.07,39.99,9.13,13.79,21.24,791350,243,JEPX public intraday CSV
2026-04-20,41,30.0,33.4,8.45,26.96,15.86,644900,218,JEPX public intraday CSV
2026-04-20,42,25.81,28.71,8.1,26.42,13.91,574650,225,JEPX public intraday CSV
2026-04-20,43,24.11,28.11,8.1,25.01,14.73,645550,242,JEPX public intraday CSV
2026-04-20,44,24.21,25.07,7.28,17.03,13.82,596000,196,JEPX public intraday CSV
2026-04-20,45,23.05,26.15,7.25,11.42,14.41,541850,195,JEPX public intraday CSV
2026-04-20,46,19.48,22.57,6.93,19.58,11.24,467500,180,JEPX public intraday CSV
2026-04-20,47,14.51,21.52,7.05,12.0,11.23,483200,182,JEPX public intraday CSV
2026-04-20,48,13.86,20.35,7.05,12.01,15.01,99650,93,JEPX public intraday CSV
2026-04-21,1,16.8,17.01,7.05,14.54,13.55,122000,77,JEPX public intraday CSV
2026-04-21,2,16.59,17.19,6.62,15.8,13.83,120800,82,JEPX public intraday CSV
2026-04-21,3,16.39,20.47,6.59,16.23,14.62,115100,76,JEPX public intraday CSV
2026-04-21,4,13.22,21.18,6.54,15.95,13.57,107100,69,JEPX public intraday CSV
2026-04-21,5,20.0,24.59,5.8,14.74,16.19,147200,63,JEPX public intraday CSV
2026-04-21,6,16.1,45.0,5.79,15.41,16.13,290550,103,JEPX public intraday CSV
2026-04-21,7,20.02,24.62,8.0,8.68,19.12,215650,82,JEPX public intraday CSV
2026-04-21,8,20.0,30.0,8.74,16.34,19.11,271550,93,JEPX public intraday CSV
2026-04-21,9,20.17,35.0,8.73,8.74,20.05,269000,103,JEPX public intraday CSV
2026-04-21,10,20.17,35.0,8.1,17.89,19.84,363950,113,JEPX public intraday CSV
2026-04-21,11,9.91,32.71,6.0,16.12,17.01,385600,146,JEPX public intraday CSV
2026-04-21,12,9.62,31.19,6.0,8.72,17.0,298450,137,JEPX public intraday CSV
2026-04-21,13,15.75,32.01,5.81,18.2,13.47,546550,195,JEPX public intraday CSV
2026-04-21,14,16.58,30.42,2.0,10.01,18.02,254800,137,JEPX public intraday CSV
2026-04-21,15,8.51,24.51,5.77,7.03,14.17,325550,162,JEPX public intraday CSV
2026-04-21,16,8.15,20.89,7.25,7.26,16.19,348000,179,JEPX public intraday CSV
2026-04-21,17,18.09,20.24,6.12,11.01,14.13,302150,158,JEPX public intraday CSV
2026-04-21,18,0.01,24.51,0.01,14.01,14.82,346200,194,JEPX public intraday CSV
2026-04-21,19,17.89,18.39,0.01,6.01,10.92,272200,169,JEPX public intraday CSV
2026-04-21,20,0.01,18.0,0.01,9.46,11.84,224850,201,JEPX public intraday CSV
2026-04-21,21,0.01,17.5,0.01,8.51,11.41,291950,192,JEPX public intraday CSV
2026-04-21,22,0.01,15.5,0.01,0.03,7.23,286400,203,JEPX public intraday CSV
2026-04-21,23,0.11,15.0,0.01,0.03,5.38,395900,227,JEPX public intraday CSV
2026-04-21,24,0.08,15.73,0.01,8.53,5.6,421350,239,JEPX public intraday CSV
2026-04-21,25,0.08,12.36,0.01,2.01,3.5,358550,213,JEPX public intraday CSV
2026-04-21,26,0.12,5.01,0.01,0.2,1.35,873300,321,JEPX public intraday CSV
2026-04-21,27,0.2,10.0,0.01,0.86,4.8,964450,326,JEPX public intraday CSV
2026-04-21,28,0.08,10.0,0.01,1.01,4.45,904150,359,JEPX public intraday CSV
2026-04-21,29,0.2,10.0,0.01,7.01,4.41,726250,294,JEPX public intraday CSV
2026-04-21,30,0.08,15.85,0.01,12.01,5.0,736800,342,JEPX public intraday CSV
2026-04-21,31,0.08,16.8,0.01,15.01,6.42,612850,309,JEPX public intraday CSV
2026-04-21,32,0.11,18.78,0.01,16.42,9.83,575750,295,JEPX public intraday CSV
2026-04-21,33,3.95,23.0,2.95,7.91,10.46,513100,297,JEPX public intraday CSV
2026-04-21,34,11.06,28.64,5.79,8.01,15.27,320700,240,JEPX public intraday CSV
2026-04-21,35,11.86,40.0,8.0,11.7,24.3,645550,256,JEPX public intraday CSV
2026-04-21,36,12.5,51.0,4.0,14.32,35.15,874900,259,JEPX public intraday CSV
2026-04-21,37,15.01,27.01,9.24,12.9,15.08,551600,263,JEPX public intraday CSV
2026-04-21,38,16.11,26.94,7.35,16.0,16.6,538150,272,JEPX public intraday CSV
2026-04-21,39,15.95,22.93,2.0,14.39,15.63,385450,220,JEPX public intraday CSV
2026-04-21,40,18.1,21.12,2.0,13.26,15.04,262350,214,JEPX public intraday CSV
2026-04-21,41,33.84,35.3,7.33,16.08,25.15,480300,242,JEPX public intraday CSV
2026-04-21,42,33.84,35.3,7.28,20.74,25.24,408000,207,JEPX public intraday CSV
2026-04-21,43,14.2,28.5,7.32,14.16,20.72,291550,207,JEPX public intraday CSV
2026-04-21,44,14.26,27.72,7.26,11.17,18.71,279250,212,JEPX public intraday CSV
2026-04-21,45,25.81,28.31,5.9,9.81,19.19,281100,219,JEPX public intraday CSV
2026-04-21,46,10.0,28.82,5.86,27.72,20.07,349100,205,JEPX public intraday CSV
2026-04-21,47,10.0,27.72,8.43,27.72,18.11,309600,217,JEPX public intraday CSV
2026-04-21,48,10.0,25.2,6.93,25.2,15.09,300700,210,JEPX public intraday CSV
2026-04-22,1,16.26,16.43,8.65,12.1,12.84,188300,88,JEPX public intraday CSV
2026-04-22,2,15.55,16.55,9.22,9.42,14.96,69400,60,JEPX public intraday CSV
2026-04-22,3,16.27,17.16,8.64,8.64,12.77,94350,71,JEPX public intraday CSV
2026-04-22,4,16.01,17.0,9.25,9.67,12.57,111950,76,JEPX public intraday CSV
2026-04-22,5,16.41,17.0,9.14,10.0,12.31,137250,83,JEPX public intraday CSV
2026-04-22,6,16.19,16.9,6.93,10.01,13.19,186300,103,JEPX public intraday CSV
2026-04-22,7,16.71,18.88,8.95,18.5,14.06,201250,96,JEPX public intraday CSV
2026-04-22,8,20.0,20.11,9.51,12.4,14.59,267800,102,JEPX public intraday CSV
2026-04-22,9,20.08,26.11,8.48,12.01,20.23,539600,127,JEPX public intraday CSV
2026-04-22,10,22.0,27.0,8.46,15.29,24.65,605000,102,JEPX public intraday CSV
2026-04-22,11,26.71,28.11,10.0,10.0,22.22,403400,143,JEPX public intraday CSV
2026-04-22,12,23.77,24.27,8.3,23.88,19.72,246700,125,JEPX public intraday CSV
2026-04-22,13,17.37,19.03,7.72,14.41,14.64,298650,152,JEPX public intraday CSV
