date,market,region,asset_class,frequency,contract,price,currency,unit
2025-04-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,6.618541666666666,JPY,JPY/kWh
2025-04-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.373333333333333,JPY,JPY/kWh
2025-04-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.323333333333333,JPY,JPY/kWh
2025-04-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.892083333333333,JPY,JPY/kWh
2025-05-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.887500000000001,JPY,JPY/kWh
2025-05-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.174791666666666,JPY,JPY/kWh
2025-05-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.045000000000001,JPY,JPY/kWh
2025-05-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,6.510000000000001,JPY,JPY/kWh
2025-05-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,6.361041666666666,JPY,JPY/kWh
2025-05-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.060833333333333,JPY,JPY/kWh
2025-05-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.392916666666666,JPY,JPY/kWh
2025-05-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.980833333333333,JPY,JPY/kWh
2025-05-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.398333333333333,JPY,JPY/kWh
2025-05-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.56375,JPY,JPY/kWh
2025-05-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.871875,JPY,JPY/kWh
2025-05-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.81625,JPY,JPY/kWh
2025-05-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,6.8758333333333335,JPY,JPY/kWh
2025-05-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.136875,JPY,JPY/kWh
2025-05-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.032083333333334,JPY,JPY/kWh
2025-05-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.93375,JPY,JPY/kWh
2025-05-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.278958333333334,JPY,JPY/kWh
2025-05-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.357500000000001,JPY,JPY/kWh
2025-05-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.877708333333333,JPY,JPY/kWh
2025-05-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.68,JPY,JPY/kWh
2025-05-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.893749999999999,JPY,JPY/kWh
2025-05-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.237291666666666,JPY,JPY/kWh
2025-05-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.297083333333333,JPY,JPY/kWh
2025-05-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.586041666666667,JPY,JPY/kWh
2025-05-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.4089583333333335,JPY,JPY/kWh
2025-05-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.130833333333333,JPY,JPY/kWh
2025-05-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.795208333333333,JPY,JPY/kWh
2025-05-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.334583333333333,JPY,JPY/kWh
2025-05-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.194791666666667,JPY,JPY/kWh
2025-05-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.309791666666667,JPY,JPY/kWh
2025-05-31,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.14125,JPY,JPY/kWh
2025-06-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,5.9175,JPY,JPY/kWh
2025-06-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.415416666666667,JPY,JPY/kWh
2025-06-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.984583333333333,JPY,JPY/kWh
2025-06-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.270833333333334,JPY,JPY/kWh
2025-06-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,6.17625,JPY,JPY/kWh
2025-06-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.37375,JPY,JPY/kWh
2025-06-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.542916666666667,JPY,JPY/kWh
2025-06-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.2425,JPY,JPY/kWh
2025-06-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.505416666666667,JPY,JPY/kWh
2025-06-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.636875000000002,JPY,JPY/kWh
2025-06-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.576666666666666,JPY,JPY/kWh
2025-06-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.889583333333333,JPY,JPY/kWh
2025-06-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.02375,JPY,JPY/kWh
2025-06-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.534166666666666,JPY,JPY/kWh
2025-06-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.678333333333333,JPY,JPY/kWh
2025-06-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.714583333333332,JPY,JPY/kWh
2025-06-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.835416666666667,JPY,JPY/kWh
2025-06-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.14125,JPY,JPY/kWh
2025-06-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.417916666666665,JPY,JPY/kWh
2025-06-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.207916666666668,JPY,JPY/kWh
2025-06-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.60375,JPY,JPY/kWh
2025-06-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.659374999999999,JPY,JPY/kWh
2025-06-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.791666666666666,JPY,JPY/kWh
2025-06-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.050625,JPY,JPY/kWh
2025-06-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.289583333333333,JPY,JPY/kWh
2025-06-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.469166666666666,JPY,JPY/kWh
2025-06-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.859166666666667,JPY,JPY/kWh
2025-06-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.000416666666666,JPY,JPY/kWh
2025-06-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.67125,JPY,JPY/kWh
2025-06-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.561458333333334,JPY,JPY/kWh
2025-07-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.294375,JPY,JPY/kWh
2025-07-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.725,JPY,JPY/kWh
2025-07-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.51,JPY,JPY/kWh
2025-07-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.166666666666666,JPY,JPY/kWh
2025-07-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.058541666666665,JPY,JPY/kWh
2025-07-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.174999999999999,JPY,JPY/kWh
2025-07-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.061458333333334,JPY,JPY/kWh
2025-07-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.046875,JPY,JPY/kWh
2025-07-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.103333333333333,JPY,JPY/kWh
2025-07-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.763541666666667,JPY,JPY/kWh
2025-07-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.325208333333334,JPY,JPY/kWh
2025-07-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.253958333333333,JPY,JPY/kWh
2025-07-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.81625,JPY,JPY/kWh
2025-07-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.692916666666667,JPY,JPY/kWh
2025-07-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.667083333333332,JPY,JPY/kWh
2025-07-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.624583333333334,JPY,JPY/kWh
2025-07-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.354791666666666,JPY,JPY/kWh
2025-07-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.966041666666667,JPY,JPY/kWh
2025-07-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.496458333333333,JPY,JPY/kWh
2025-07-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.903125,JPY,JPY/kWh
2025-07-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.073958333333334,JPY,JPY/kWh
2025-07-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.934791666666667,JPY,JPY/kWh
2025-07-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.670833333333334,JPY,JPY/kWh
2025-07-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.476875,JPY,JPY/kWh
2025-07-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.3825,JPY,JPY/kWh
2025-07-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.742708333333333,JPY,JPY/kWh
2025-07-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.186666666666667,JPY,JPY/kWh
2025-07-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.6,JPY,JPY/kWh
2025-07-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.64,JPY,JPY/kWh
2025-07-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.6825,JPY,JPY/kWh
2025-07-31,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.788333333333334,JPY,JPY/kWh
2025-08-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.009791666666667,JPY,JPY/kWh
2025-08-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.1475,JPY,JPY/kWh
2025-08-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.584166666666667,JPY,JPY/kWh
2025-08-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.777500000000002,JPY,JPY/kWh
2025-08-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.39645833333333,JPY,JPY/kWh
2025-08-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.89375,JPY,JPY/kWh
2025-08-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.495,JPY,JPY/kWh
2025-08-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.792916666666665,JPY,JPY/kWh
2025-08-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.658541666666666,JPY,JPY/kWh
2025-08-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.1425,JPY,JPY/kWh
2025-08-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.293541666666666,JPY,JPY/kWh
2025-08-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.273333333333333,JPY,JPY/kWh
2025-08-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.624166666666667,JPY,JPY/kWh
2025-08-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.808958333333333,JPY,JPY/kWh
2025-08-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.41,JPY,JPY/kWh
2025-08-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.776875,JPY,JPY/kWh
2025-08-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.079583333333334,JPY,JPY/kWh
2025-08-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.122708333333334,JPY,JPY/kWh
2025-08-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.468125,JPY,JPY/kWh
2025-08-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.051041666666668,JPY,JPY/kWh
2025-08-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.423125,JPY,JPY/kWh
2025-08-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.22125,JPY,JPY/kWh
2025-08-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.8075,JPY,JPY/kWh
2025-08-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.057708333333332,JPY,JPY/kWh
2025-08-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.366041666666668,JPY,JPY/kWh
2025-08-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.221041666666666,JPY,JPY/kWh
2025-08-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.4225,JPY,JPY/kWh
2025-08-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.504791666666668,JPY,JPY/kWh
2025-08-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.97375,JPY,JPY/kWh
2025-08-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.465833333333334,JPY,JPY/kWh
2025-08-31,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.224791666666667,JPY,JPY/kWh
2025-09-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.630416666666667,JPY,JPY/kWh
2025-09-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.102708333333332,JPY,JPY/kWh
2025-09-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.274166666666666,JPY,JPY/kWh
2025-09-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.637291666666668,JPY,JPY/kWh
2025-09-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.774791666666667,JPY,JPY/kWh
2025-09-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.971458333333333,JPY,JPY/kWh
2025-09-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.09125,JPY,JPY/kWh
2025-09-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.17,JPY,JPY/kWh
2025-09-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.73625,JPY,JPY/kWh
2025-09-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.494791666666666,JPY,JPY/kWh
2025-09-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.844375,JPY,JPY/kWh
2025-09-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.201875000000001,JPY,JPY/kWh
2025-09-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.730833333333335,JPY,JPY/kWh
2025-09-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.868541666666667,JPY,JPY/kWh
2025-09-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.71,JPY,JPY/kWh
2025-09-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.530000000000001,JPY,JPY/kWh
2025-09-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.383541666666666,JPY,JPY/kWh
2025-09-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.4325,JPY,JPY/kWh
2025-09-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.632916666666667,JPY,JPY/kWh
2025-09-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.577708333333334,JPY,JPY/kWh
2025-09-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.315208333333333,JPY,JPY/kWh
2025-09-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.266041666666666,JPY,JPY/kWh
2025-09-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.784166666666666,JPY,JPY/kWh
2025-09-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.381041666666667,JPY,JPY/kWh
2025-09-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.230416666666667,JPY,JPY/kWh
2025-09-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.305625000000001,JPY,JPY/kWh
2025-09-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.16125,JPY,JPY/kWh
2025-09-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.834999999999999,JPY,JPY/kWh
2025-09-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.442083333333333,JPY,JPY/kWh
2025-09-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.152916666666666,JPY,JPY/kWh
2025-10-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.513541666666667,JPY,JPY/kWh
2025-10-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.302083333333334,JPY,JPY/kWh
2025-10-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.930416666666666,JPY,JPY/kWh
2025-10-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.703541666666666,JPY,JPY/kWh
2025-10-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.188541666666667,JPY,JPY/kWh
2025-10-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.600833333333334,JPY,JPY/kWh
2025-10-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.865833333333335,JPY,JPY/kWh
2025-10-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.721458333333333,JPY,JPY/kWh
2025-10-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.530208333333334,JPY,JPY/kWh
2025-10-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.03375,JPY,JPY/kWh
2025-10-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.306458333333333,JPY,JPY/kWh
2025-10-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.604791666666666,JPY,JPY/kWh
2025-10-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.710416666666667,JPY,JPY/kWh
2025-10-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.521041666666667,JPY,JPY/kWh
2025-10-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.064166666666667,JPY,JPY/kWh
2025-10-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.446875,JPY,JPY/kWh
2025-10-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.700416666666667,JPY,JPY/kWh
2025-10-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.239166666666668,JPY,JPY/kWh
2025-10-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.162708333333333,JPY,JPY/kWh
2025-10-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.403541666666667,JPY,JPY/kWh
2025-10-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.662916666666668,JPY,JPY/kWh
2025-10-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.60125,JPY,JPY/kWh
2025-10-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.550833333333335,JPY,JPY/kWh
2025-10-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.924999999999999,JPY,JPY/kWh
2025-10-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.081874999999998,JPY,JPY/kWh
2025-10-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.717500000000001,JPY,JPY/kWh
2025-10-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.186666666666666,JPY,JPY/kWh
2025-10-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.83375,JPY,JPY/kWh
2025-10-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.96125,JPY,JPY/kWh
2025-10-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.132083333333334,JPY,JPY/kWh
2025-10-31,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.427708333333333,JPY,JPY/kWh
2025-11-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.895416666666668,JPY,JPY/kWh
2025-11-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.365625,JPY,JPY/kWh
2025-11-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.592291666666666,JPY,JPY/kWh
2025-11-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.650416666666667,JPY,JPY/kWh
2025-11-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.230208333333332,JPY,JPY/kWh
2025-11-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.798124999999999,JPY,JPY/kWh
2025-11-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.584166666666667,JPY,JPY/kWh
2025-11-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.504791666666668,JPY,JPY/kWh
2025-11-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.450416666666667,JPY,JPY/kWh
2025-11-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.802291666666667,JPY,JPY/kWh
2025-11-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.47875,JPY,JPY/kWh
2025-11-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.0225,JPY,JPY/kWh
2025-11-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.842708333333334,JPY,JPY/kWh
2025-11-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.152083333333332,JPY,JPY/kWh
2025-11-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.891041666666666,JPY,JPY/kWh
2025-11-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.714791666666667,JPY,JPY/kWh
2025-11-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.793750000000001,JPY,JPY/kWh
2025-11-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.110416666666666,JPY,JPY/kWh
2025-11-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.823958333333332,JPY,JPY/kWh
2025-11-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.066666666666668,JPY,JPY/kWh
2025-11-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.819583333333334,JPY,JPY/kWh
2025-11-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.705625,JPY,JPY/kWh
2025-11-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.563125,JPY,JPY/kWh
2025-11-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.197708333333333,JPY,JPY/kWh
2025-11-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.002083333333333,JPY,JPY/kWh
2025-11-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.481875,JPY,JPY/kWh
2025-11-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.42375,JPY,JPY/kWh
2025-11-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.453541666666666,JPY,JPY/kWh
2025-11-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.136875,JPY,JPY/kWh
2025-11-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.896041666666666,JPY,JPY/kWh
2025-12-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.241041666666666,JPY,JPY/kWh
2025-12-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.2275,JPY,JPY/kWh
2025-12-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.698333333333332,JPY,JPY/kWh
2025-12-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.011666666666665,JPY,JPY/kWh
2025-12-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.24375,JPY,JPY/kWh
2025-12-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.286041666666668,JPY,JPY/kWh
2025-12-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.858958333333334,JPY,JPY/kWh
2025-12-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.6225,JPY,JPY/kWh
2025-12-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.714583333333332,JPY,JPY/kWh
2025-12-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.510833333333332,JPY,JPY/kWh
2025-12-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.81875,JPY,JPY/kWh
2025-12-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.594583333333333,JPY,JPY/kWh
2025-12-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.208125,JPY,JPY/kWh
2025-12-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.190833333333332,JPY,JPY/kWh
2025-12-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.84375,JPY,JPY/kWh
2025-12-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.777499999999998,JPY,JPY/kWh
2025-12-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.96,JPY,JPY/kWh
2025-12-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.310833333333333,JPY,JPY/kWh
2025-12-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.741041666666666,JPY,JPY/kWh
2025-12-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.109583333333333,JPY,JPY/kWh
2025-12-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.094583333333334,JPY,JPY/kWh
2025-12-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.649166666666668,JPY,JPY/kWh
2025-12-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.938541666666667,JPY,JPY/kWh
2025-12-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.007291666666667,JPY,JPY/kWh
2025-12-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.215416666666666,JPY,JPY/kWh
2025-12-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.787708333333333,JPY,JPY/kWh
2025-12-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.411666666666667,JPY,JPY/kWh
2025-12-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.831249999999999,JPY,JPY/kWh
2025-12-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.980416666666667,JPY,JPY/kWh
2025-12-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.209999999999999,JPY,JPY/kWh
