date,market,region,asset_class,frequency,contract,price,currency,unit
2025-12-04,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.546666666666667,JPY,JPY/kWh
2025-12-05,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.587083333333332,JPY,JPY/kWh
2025-12-06,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.477916666666667,JPY,JPY/kWh
2025-12-07,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.52875,JPY,JPY/kWh
2025-12-08,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.463333333333333,JPY,JPY/kWh
2025-12-09,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.355416666666665,JPY,JPY/kWh
2025-12-10,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.556041666666665,JPY,JPY/kWh
2025-12-11,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.368541666666667,JPY,JPY/kWh
2025-12-12,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.491875,JPY,JPY/kWh
2025-12-13,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.049166666666666,JPY,JPY/kWh
2025-12-14,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.933125,JPY,JPY/kWh
2025-12-15,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.67125,JPY,JPY/kWh
2025-12-16,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.876041666666667,JPY,JPY/kWh
2025-12-17,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.405,JPY,JPY/kWh
2025-12-18,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.191458333333333,JPY,JPY/kWh
2025-12-19,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.547708333333334,JPY,JPY/kWh
2025-12-20,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.597291666666667,JPY,JPY/kWh
2025-12-21,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.483125,JPY,JPY/kWh
2025-12-22,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.440208333333333,JPY,JPY/kWh
2025-12-23,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.705625,JPY,JPY/kWh
2025-12-24,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.334999999999999,JPY,JPY/kWh
2025-12-25,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.561041666666666,JPY,JPY/kWh
2025-12-26,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.783333333333333,JPY,JPY/kWh
2025-12-27,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.897916666666665,JPY,JPY/kWh
2025-12-28,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.024791666666667,JPY,JPY/kWh
2025-12-29,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.185208333333334,JPY,JPY/kWh
2025-12-30,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,7.3379166666666675,JPY,JPY/kWh
2025-12-31,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,7.170208333333334,JPY,JPY/kWh
2026-01-01,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.542083333333332,JPY,JPY/kWh
2026-01-02,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.192291666666668,JPY,JPY/kWh
2026-01-03,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.543333333333333,JPY,JPY/kWh
2026-01-04,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.686666666666666,JPY,JPY/kWh
2026-01-05,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.676041666666666,JPY,JPY/kWh
2026-01-06,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.412083333333333,JPY,JPY/kWh
2026-01-07,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.690416666666666,JPY,JPY/kWh
2026-01-08,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.893541666666666,JPY,JPY/kWh
2026-01-09,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.41375,JPY,JPY/kWh
2026-01-10,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.343333333333334,JPY,JPY/kWh
2026-01-11,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.809375000000001,JPY,JPY/kWh
2026-01-12,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.268958333333334,JPY,JPY/kWh
2026-01-13,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.409583333333334,JPY,JPY/kWh
2026-01-14,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.132083333333334,JPY,JPY/kWh
2026-01-15,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.871458333333333,JPY,JPY/kWh
2026-01-16,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,7.974166666666666,JPY,JPY/kWh
2026-01-17,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,6.6554166666666665,JPY,JPY/kWh
2026-01-18,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,6.921666666666667,JPY,JPY/kWh
2026-01-19,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.627708333333333,JPY,JPY/kWh
2026-01-20,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.7975,JPY,JPY/kWh
2026-01-21,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.181458333333333,JPY,JPY/kWh
2026-01-22,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.649166666666666,JPY,JPY/kWh
2026-01-23,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.343541666666667,JPY,JPY/kWh
2026-01-24,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.49875,JPY,JPY/kWh
2026-01-25,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.805625,JPY,JPY/kWh
2026-01-26,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,14.982916666666668,JPY,JPY/kWh
2026-01-27,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.753333333333332,JPY,JPY/kWh
2026-01-28,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.664166666666667,JPY,JPY/kWh
2026-01-29,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.547916666666666,JPY,JPY/kWh
2026-01-30,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.485624999999999,JPY,JPY/kWh
2026-01-31,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.434166666666668,JPY,JPY/kWh
2026-02-01,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.056666666666667,JPY,JPY/kWh
2026-02-02,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.592083333333333,JPY,JPY/kWh
2026-02-03,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.198333333333332,JPY,JPY/kWh
2026-02-04,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.492916666666666,JPY,JPY/kWh
2026-02-05,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.12,JPY,JPY/kWh
2026-02-06,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.1275,JPY,JPY/kWh
2026-02-07,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.765208333333334,JPY,JPY/kWh
2026-02-08,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.495833333333334,JPY,JPY/kWh
2026-02-09,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,14.27625,JPY,JPY/kWh
2026-02-10,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,14.347291666666665,JPY,JPY/kWh
2026-02-11,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.332916666666668,JPY,JPY/kWh
2026-02-12,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.224375,JPY,JPY/kWh
2026-02-13,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.514583333333333,JPY,JPY/kWh
2026-02-14,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.63625,JPY,JPY/kWh
2026-02-15,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,6.810624999999999,JPY,JPY/kWh
2026-02-16,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.658333333333333,JPY,JPY/kWh
2026-02-17,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.35,JPY,JPY/kWh
2026-02-18,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.19875,JPY,JPY/kWh
2026-02-19,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.014791666666667,JPY,JPY/kWh
2026-02-20,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.001875,JPY,JPY/kWh
2026-02-21,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.436041666666666,JPY,JPY/kWh
2026-02-22,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,6.529375000000001,JPY,JPY/kWh
2026-02-23,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,6.858750000000001,JPY,JPY/kWh
2026-02-24,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.318333333333333,JPY,JPY/kWh
2026-02-25,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.761666666666667,JPY,JPY/kWh
2026-02-26,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,7.758541666666667,JPY,JPY/kWh
2026-02-27,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.000833333333334,JPY,JPY/kWh
2026-02-28,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,6.306875000000001,JPY,JPY/kWh
2026-03-01,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,5.614166666666667,JPY,JPY/kWh
2026-03-02,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.013541666666667,JPY,JPY/kWh
2026-03-03,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.241041666666666,JPY,JPY/kWh
2026-03-04,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.237083333333333,JPY,JPY/kWh
2026-03-05,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.672291666666666,JPY,JPY/kWh
2026-03-06,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.945833333333335,JPY,JPY/kWh
2026-03-07,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.702916666666667,JPY,JPY/kWh
2026-03-08,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,7.897083333333334,JPY,JPY/kWh
2026-03-09,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.626875,JPY,JPY/kWh
2026-03-10,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.342083333333333,JPY,JPY/kWh
2026-03-11,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.8975,JPY,JPY/kWh
2026-03-12,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.340208333333335,JPY,JPY/kWh
2026-03-13,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.56,JPY,JPY/kWh
2026-03-14,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,14.16625,JPY,JPY/kWh
2026-03-15,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,14.252916666666666,JPY,JPY/kWh
2026-03-16,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,16.030416666666667,JPY,JPY/kWh
2026-03-17,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,16.298750000000002,JPY,JPY/kWh
2026-03-18,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,17.209374999999998,JPY,JPY/kWh
2026-03-19,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.638541666666667,JPY,JPY/kWh
2026-03-20,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.398125,JPY,JPY/kWh
2026-03-21,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.489791666666667,JPY,JPY/kWh
2026-03-22,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.969999999999999,JPY,JPY/kWh
2026-03-23,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,14.718958333333333,JPY,JPY/kWh
2026-03-24,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.876458333333332,JPY,JPY/kWh
2026-03-25,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,17.291875,JPY,JPY/kWh
2026-03-26,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,17.054375,JPY,JPY/kWh
2026-03-27,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.551250000000001,JPY,JPY/kWh
2026-03-28,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.307916666666666,JPY,JPY/kWh
2026-03-29,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,7.162291666666667,JPY,JPY/kWh
2026-03-30,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.509583333333333,JPY,JPY/kWh
2026-03-31,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.496875000000001,JPY,JPY/kWh
2026-04-01,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,19.769791666666666,JPY,JPY/kWh
2026-04-02,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.432708333333332,JPY,JPY/kWh
2026-04-03,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.939375,JPY,JPY/kWh
2026-04-04,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.200625,JPY,JPY/kWh
2026-04-05,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,6.863333333333333,JPY,JPY/kWh
2026-04-06,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.791458333333333,JPY,JPY/kWh
2026-04-07,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,22.501458333333332,JPY,JPY/kWh
2026-04-08,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,17.918125,JPY,JPY/kWh
2026-04-09,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,20.842916666666667,JPY,JPY/kWh
2026-04-10,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,23.060833333333335,JPY,JPY/kWh
2026-04-11,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.028541666666667,JPY,JPY/kWh
2026-04-12,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.859583333333333,JPY,JPY/kWh
2026-04-13,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.994791666666666,JPY,JPY/kWh
2026-04-14,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,15.145833333333334,JPY,JPY/kWh
2026-04-15,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,19.072708333333335,JPY,JPY/kWh
2026-04-16,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.285625,JPY,JPY/kWh
2026-04-17,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.853125,JPY,JPY/kWh
2026-04-18,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.578125,JPY,JPY/kWh
2026-04-19,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,6.27625,JPY,JPY/kWh
2026-04-20,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.973958333333334,JPY,JPY/kWh
2026-04-21,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.285625,JPY,JPY/kWh
2026-04-22,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.22875,JPY,JPY/kWh
2026-04-23,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,17.942291666666666,JPY,JPY/kWh
2026-04-24,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.49125,JPY,JPY/kWh
2026-04-25,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,6.1275,JPY,JPY/kWh
2026-04-26,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,7.543333333333333,JPY,JPY/kWh
2026-04-27,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.353541666666667,JPY,JPY/kWh
2026-04-28,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.487083333333333,JPY,JPY/kWh
2026-04-29,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.359166666666667,JPY,JPY/kWh
2026-04-30,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.31875,JPY,JPY/kWh
2026-05-01,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.575625,JPY,JPY/kWh
2026-05-02,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,7.302708333333334,JPY,JPY/kWh
2026-05-03,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.2575,JPY,JPY/kWh
2026-05-04,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,5.310625,JPY,JPY/kWh
2026-05-05,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,5.936458333333333,JPY,JPY/kWh
2026-05-06,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,6.590625,JPY,JPY/kWh
2026-05-07,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.692291666666668,JPY,JPY/kWh
2026-05-08,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,14.494583333333333,JPY,JPY/kWh
2026-05-09,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.177291666666667,JPY,JPY/kWh
2026-05-10,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,7.6570833333333335,JPY,JPY/kWh
2026-05-11,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.518749999999999,JPY,JPY/kWh
2026-05-12,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.8775,JPY,JPY/kWh
2026-05-13,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,15.656875,JPY,JPY/kWh
2026-05-14,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,18.257708333333333,JPY,JPY/kWh
2026-05-15,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,16.051041666666666,JPY,JPY/kWh
2026-05-16,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.909374999999999,JPY,JPY/kWh
2026-05-17,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.837291666666667,JPY,JPY/kWh
2026-05-18,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,15.951875000000001,JPY,JPY/kWh
2026-05-19,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,18.04625,JPY,JPY/kWh
2026-05-20,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,20.395416666666666,JPY,JPY/kWh
2026-05-21,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,22.588541666666668,JPY,JPY/kWh
2026-05-22,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,19.444166666666668,JPY,JPY/kWh
2026-05-23,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,14.535208333333335,JPY,JPY/kWh
2026-05-24,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.578125,JPY,JPY/kWh
2026-05-25,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,16.846458333333334,JPY,JPY/kWh
2026-05-26,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,21.368125000000003,JPY,JPY/kWh
2026-05-27,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,22.36583333333333,JPY,JPY/kWh
2026-05-28,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,21.965416666666666,JPY,JPY/kWh
2026-05-29,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,19.012708333333332,JPY,JPY/kWh
2026-05-30,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.264583333333333,JPY,JPY/kWh
2026-05-31,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.561874999999999,JPY,JPY/kWh
2026-06-01,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,18.07,JPY,JPY/kWh
2026-06-02,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,22.655,JPY,JPY/kWh
2026-06-03,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,17.312083333333334,JPY,JPY/kWh
2026-06-04,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,19.02,JPY,JPY/kWh
2026-06-05,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,17.34958333333333,JPY,JPY/kWh
2026-06-06,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,15.27125,JPY,JPY/kWh
2026-06-07,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,16.4475,JPY,JPY/kWh
2026-06-08,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,16.647708333333334,JPY,JPY/kWh
2026-06-09,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,18.412708333333335,JPY,JPY/kWh
2026-06-10,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.289791666666666,JPY,JPY/kWh
2026-06-11,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.988333333333335,JPY,JPY/kWh
2026-06-12,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.279166666666667,JPY,JPY/kWh
2026-06-13,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.411041666666668,JPY,JPY/kWh
2026-06-14,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.37125,JPY,JPY/kWh
2026-06-15,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.040833333333333,JPY,JPY/kWh
2026-06-16,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,14.465833333333334,JPY,JPY/kWh
2026-06-17,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,15.171666666666667,JPY,JPY/kWh
2026-06-18,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,16.383958333333332,JPY,JPY/kWh
2026-06-19,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,18.16604166666667,JPY,JPY/kWh
2026-06-20,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,14.078333333333333,JPY,JPY/kWh
2026-06-21,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.040833333333333,JPY,JPY/kWh
2026-06-22,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.769583333333335,JPY,JPY/kWh
2026-06-23,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.457500000000001,JPY,JPY/kWh
2026-06-24,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.93,JPY,JPY/kWh
2026-06-25,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.738958333333334,JPY,JPY/kWh
2026-06-26,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.823125,JPY,JPY/kWh
2026-06-27,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,8.621041666666667,JPY,JPY/kWh
2026-06-28,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,5.812916666666666,JPY,JPY/kWh
2026-06-29,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.510416666666666,JPY,JPY/kWh
2026-06-30,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.999583333333334,JPY,JPY/kWh
2026-07-01,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.088958333333332,JPY,JPY/kWh
2026-07-02,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.406875,JPY,JPY/kWh
2026-07-03,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,10.668333333333335,JPY,JPY/kWh
2026-07-04,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.623125,JPY,JPY/kWh
2026-07-05,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,9.052083333333334,JPY,JPY/kWh
2026-07-06,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.778125000000001,JPY,JPY/kWh
2026-07-07,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.950000000000001,JPY,JPY/kWh
2026-07-08,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,11.611458333333333,JPY,JPY/kWh
2026-07-09,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.346458333333333,JPY,JPY/kWh
2026-07-10,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,14.679375,JPY,JPY/kWh
2026-07-11,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,12.385416666666666,JPY,JPY/kWh
2026-07-12,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,13.293125000000002,JPY,JPY/kWh
2026-07-13,JEPX_KANSAI,Kansai,Power,daily,day-ahead physical,20.780625,JPY,JPY/kWh
2025-04-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.369791666666666,JPY,JPY/kWh
2025-04-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.621458333333335,JPY,JPY/kWh
2025-04-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.452708333333334,JPY,JPY/kWh
2025-04-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.618958333333333,JPY,JPY/kWh
2025-04-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.427083333333334,JPY,JPY/kWh
2025-04-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.997916666666667,JPY,JPY/kWh
2025-04-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.648958333333333,JPY,JPY/kWh
2025-04-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.9525,JPY,JPY/kWh
2025-04-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.921666666666667,JPY,JPY/kWh
2025-04-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.722083333333332,JPY,JPY/kWh
2025-04-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.500625000000001,JPY,JPY/kWh
2025-04-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.513125,JPY,JPY/kWh
2025-04-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.084791666666666,JPY,JPY/kWh
2025-04-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.13,JPY,JPY/kWh
2025-04-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.099375,JPY,JPY/kWh
2025-04-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.644791666666666,JPY,JPY/kWh
2025-04-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.62,JPY,JPY/kWh
2025-04-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.751458333333334,JPY,JPY/kWh
2025-04-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,6.454791666666666,JPY,JPY/kWh
2025-04-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.375208333333333,JPY,JPY/kWh
2025-04-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.547083333333333,JPY,JPY/kWh
2025-04-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.015625,JPY,JPY/kWh
2025-04-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.86,JPY,JPY/kWh
2025-04-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.470625,JPY,JPY/kWh
2025-04-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.116666666666667,JPY,JPY/kWh
2025-04-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,6.605,JPY,JPY/kWh
