delivery_date,time_code,area_group,bid_price_jpy_kwh,sell_cumulative_mw,buy_cumulative_mw,net_supply_mw,source
2026-08-21,6,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,100.0,36634.9,17382.9,19252.0,JEPX processed sampled bidding curve
2026-08-21,6,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,150.0,36634.9,17162.8,19472.100000000002,JEPX processed sampled bidding curve
2026-08-21,6,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,200.0,36634.9,17157.0,19477.9,JEPX processed sampled bidding curve
2026-08-21,6,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,300.0,36634.9,13063.8,23571.100000000002,JEPX processed sampled bidding curve
2026-08-21,6,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,500.0,36634.9,13058.24221948812,23576.65778051188,JEPX processed sampled bidding curve
2026-08-21,6,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,800.0,36634.9,13057.555514385042,23577.344485614958,JEPX processed sampled bidding curve
2026-08-21,6,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,1000.0,36634.9,0.0,36634.9,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,0.0,3257.7,16244.4,-12986.7,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,1.0,12571.4,16233.2,-3661.800000000001,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,5.0,12823.9,15985.4,-3161.5,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,10.0,12901.3,14912.3,-2011.0,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,15.0,13011.1,12762.3,248.8000000000011,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,20.0,13468.4,12441.0,1027.3999999999996,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,25.0,13531.8,11976.2,1555.5999999999985,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,30.0,13647.5,11922.6,1724.8999999999996,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,40.0,13764.8,11692.4,2072.3999999999996,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,50.0,13764.8,11634.7,2130.0999999999985,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,75.0,13766.0,10258.235173299101,3507.764826700899,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,100.0,13818.8,9588.9,4229.9,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,150.0,13818.8,8762.649180327868,5056.150819672132,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,200.0,13818.8,8754.6,5064.199999999999,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,300.0,13818.9,5827.7,7991.2,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,500.0,13818.9,5826.71305025823,7992.186949741769,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,800.0,13818.9,5825.382559121018,7993.517440878982,JEPX processed sampled bidding curve
2026-08-21,6,Kansai / Chugoku / Shikoku,1000.0,13818.9,0.0,13818.9,JEPX processed sampled bidding curve
2026-08-21,6,System Price,0.0,17181.0,57139.0,-39958.0,JEPX processed sampled bidding curve
2026-08-21,6,System Price,1.0,39722.4,56965.3,-17242.9,JEPX processed sampled bidding curve
2026-08-21,6,System Price,5.0,40343.2,56199.4,-15856.200000000004,JEPX processed sampled bidding curve
2026-08-21,6,System Price,10.0,40695.2,52439.7,-11744.5,JEPX processed sampled bidding curve
2026-08-21,6,System Price,15.0,43184.8,50071.6,-6886.799999999996,JEPX processed sampled bidding curve
2026-08-21,6,System Price,20.0,46223.9,45207.3,1016.5999999999985,JEPX processed sampled bidding curve
2026-08-21,6,System Price,25.0,49932.9,44020.1,5912.800000000003,JEPX processed sampled bidding curve
2026-08-21,6,System Price,30.0,51186.9,43727.6,7459.300000000003,JEPX processed sampled bidding curve
2026-08-21,6,System Price,40.0,51676.9,37882.6,13794.300000000003,JEPX processed sampled bidding curve
2026-08-21,6,System Price,50.0,51724.7,37108.3,14616.399999999994,JEPX processed sampled bidding curve
2026-08-21,6,System Price,75.0,51772.9,28304.7,23468.2,JEPX processed sampled bidding curve
2026-08-21,6,System Price,100.0,51826.1,27120.5,24705.6,JEPX processed sampled bidding curve
2026-08-21,6,System Price,150.0,51826.1,26010.2,25815.899999999998,JEPX processed sampled bidding curve
2026-08-21,6,System Price,200.0,51826.1,26003.5,25822.6,JEPX processed sampled bidding curve
2026-08-21,6,System Price,300.0,51826.2,18291.1,33535.1,JEPX processed sampled bidding curve
2026-08-21,6,System Price,500.0,51826.2,18283.333385556427,33542.86661444357,JEPX processed sampled bidding curve
2026-08-21,6,System Price,800.0,51826.2,18280.98334638911,33545.216653610885,JEPX processed sampled bidding curve
2026-08-21,6,System Price,1000.0,51826.2,0.0,51826.2,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,0.0,15211.4,39559.0,-24347.6,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,1.0,27974.9,39414.2,-11439.299999999996,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,5.0,28281.9,39031.2,-10749.299999999996,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,10.0,28437.0,37004.3,-8567.300000000003,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,15.0,29503.8,36607.9,-7104.100000000002,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,20.0,32045.7,32233.0,-187.29999999999927,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,25.0,35247.7,31430.8,3816.899999999998,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,30.0,36333.8,31280.0,5053.800000000003,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,40.0,36707.8,25584.3,11123.500000000004,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,50.0,36755.5,25220.7,11534.8,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,75.0,36785.8,18140.0,18645.800000000003,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,100.0,36786.2,17418.8,19367.399999999998,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,150.0,36786.2,17201.3,19584.899999999998,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,200.0,36786.2,17195.5,19590.699999999997,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,300.0,36786.2,13061.3,23724.899999999998,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,500.0,36786.2,13055.770830770112,23730.429169229887,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,800.0,36786.2,13055.127044735977,23731.07295526402,JEPX processed sampled bidding curve
2026-08-21,7,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,1000.0,36786.2,0.0,36786.2,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,0.0,3265.3,16207.3,-12942.0,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,1.0,12859.2,16196.1,-3336.8999999999996,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,5.0,12916.8,15949.1,-3032.300000000001,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,10.0,12995.2,14877.1,-1881.8999999999996,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,15.0,13096.3,12727.4,368.89999999999964,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,20.0,13563.2,12410.9,1152.300000000001,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,25.0,13627.0,11977.4,1649.6000000000004,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,30.0,13742.4,11924.9,1817.5,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,40.0,13859.7,11697.5,2162.2000000000007,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,50.0,13859.7,11641.0,2218.7000000000007,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,75.0,13860.9,10279.035173299102,3581.8648267008975,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,100.0,13913.7,9612.8,4300.9000000000015,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,150.0,13913.7,8825.009836065574,5088.690163934427,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,200.0,13913.7,8816.8,5096.9000000000015,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,300.0,13913.8,5902.8,8010.999999999999,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,500.0,13913.8,5901.870272822215,8011.929727177784,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,800.0,13913.8,5900.6256198228875,8013.174380177112,JEPX processed sampled bidding curve
2026-08-21,7,Kansai / Chugoku / Shikoku,1000.0,13913.8,0.0,13913.8,JEPX processed sampled bidding curve
2026-08-21,7,System Price,0.0,17187.6,57264.4,-40076.8,JEPX processed sampled bidding curve
2026-08-21,7,System Price,1.0,40101.3,57095.0,-16993.699999999997,JEPX processed sampled bidding curve
2026-08-21,7,System Price,5.0,40530.5,56339.6,-15809.099999999999,JEPX processed sampled bidding curve
2026-08-21,7,System Price,10.0,40799.8,52809.6,-12009.799999999996,JEPX processed sampled bidding curve
2026-08-21,7,System Price,15.0,43251.0,50201.9,-6950.9000000000015,JEPX processed sampled bidding curve
2026-08-21,7,System Price,20.0,46276.2,45449.7,826.5,JEPX processed sampled bidding curve
2026-08-21,7,System Price,25.0,50172.8,44190.5,5982.300000000003,JEPX processed sampled bidding curve
2026-08-21,7,System Price,30.0,51426.1,43902.3,7523.799999999996,JEPX processed sampled bidding curve
2026-08-21,7,System Price,40.0,51921.8,37789.3,14132.5,JEPX processed sampled bidding curve
2026-08-21,7,System Price,50.0,51969.5,37349.3,14620.199999999997,JEPX processed sampled bidding curve
2026-08-21,7,System Price,75.0,52017.7,28349.6,23668.1,JEPX processed sampled bidding curve
2026-08-21,7,System Price,100.0,52070.9,27176.0,24894.9,JEPX processed sampled bidding curve
2026-08-21,7,System Price,150.0,52070.9,26106.9,25964.0,JEPX processed sampled bidding curve
2026-08-21,7,System Price,200.0,52070.9,26100.2,25970.7,JEPX processed sampled bidding curve
2026-08-21,7,System Price,300.0,52071.1,18361.9,33709.2,JEPX processed sampled bidding curve
2026-08-21,7,System Price,500.0,52071.1,18354.233382223036,33716.86661777696,JEPX processed sampled bidding curve
2026-08-21,7,System Price,800.0,52071.1,18352.03334555576,33719.066654444236,JEPX processed sampled bidding curve
2026-08-21,7,System Price,1000.0,52071.1,0.0,52071.1,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,0.0,15206.9,39602.0,-24395.1,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,1.0,28003.9,39460.2,-11456.299999999996,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,5.0,28311.3,39081.2,-10769.899999999998,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,10.0,28465.3,37183.5,-8718.2,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,15.0,29442.9,36696.9,-7254.0,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,20.0,31726.4,32368.3,-641.8999999999978,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,25.0,35288.7,31575.7,3712.9999999999964,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,30.0,36376.4,31426.8,4949.600000000002,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,40.0,36745.1,25718.1,11027.0,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,50.0,36793.1,25354.8,11438.3,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,75.0,36821.6,18103.9,18717.699999999997,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,100.0,36822.0,17400.3,19421.7,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,150.0,36822.0,17184.2,19637.8,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,200.0,36822.0,17178.3,19643.7,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,300.0,36822.1,13050.2,23771.899999999998,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,500.0,36822.1,13044.670830770112,23777.429169229887,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,800.0,36822.1,13044.027044735976,23778.072955264022,JEPX processed sampled bidding curve
2026-08-21,8,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,1000.0,36822.1,0.0,36822.1,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,0.0,3263.8,16328.2,-13064.400000000001,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,1.0,12876.5,16317.1,-3440.6000000000004,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,5.0,12939.4,16070.8,-3131.3999999999996,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,10.0,13018.7,14999.3,-1980.5999999999985,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,15.0,13129.4,12849.5,279.89999999999964,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,20.0,13586.1,12532.5,1053.6000000000004,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,25.0,13649.9,12101.4,1548.5,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,30.0,13765.4,12049.1,1716.2999999999993,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,40.0,13882.7,11824.3,2058.4000000000015,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,50.0,13882.7,11768.8,2113.9000000000015,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,75.0,13883.9,10405.235173299101,3478.6648267008986,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,100.0,13936.7,9740.5,4196.200000000001,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,150.0,13936.7,8925.350819672132,5011.349180327868,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,200.0,13936.7,8916.9,5019.800000000001,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,300.0,13936.8,6007.7,7929.099999999999,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,500.0,13936.8,6006.8274953862,7929.972504613799,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,800.0,13936.8,6005.668680524757,7931.131319475242,JEPX processed sampled bidding curve
2026-08-21,8,Kansai / Chugoku / Shikoku,1000.0,13936.8,0.0,13936.8,JEPX processed sampled bidding curve
2026-08-21,8,System Price,0.0,17179.6,57402.1,-40222.5,JEPX processed sampled bidding curve
2026-08-21,8,System Price,1.0,40152.1,57235.8,-17083.700000000004,JEPX processed sampled bidding curve
2026-08-21,8,System Price,5.0,40587.0,56487.7,-15900.699999999997,JEPX processed sampled bidding curve
2026-08-21,8,System Price,10.0,40856.1,53090.7,-12234.599999999999,JEPX processed sampled bidding curve
2026-08-21,8,System Price,15.0,43234.7,50392.7,-7158.0,JEPX processed sampled bidding curve
2026-08-21,8,System Price,20.0,45991.3,45686.8,304.5,JEPX processed sampled bidding curve
2026-08-21,8,System Price,25.0,50248.3,44438.5,5809.800000000003,JEPX processed sampled bidding curve
2026-08-21,8,System Price,30.0,51503.3,44152.3,7351.0,JEPX processed sampled bidding curve
2026-08-21,8,System Price,40.0,51993.6,38032.3,13961.299999999996,JEPX processed sampled bidding curve
2026-08-21,8,System Price,50.0,52041.6,37593.7,14447.900000000001,JEPX processed sampled bidding curve
2026-08-21,8,System Price,75.0,52088.2,28422.8,23665.399999999998,JEPX processed sampled bidding curve
2026-08-21,8,System Price,100.0,52141.4,27271.8,24869.600000000002,JEPX processed sampled bidding curve
2026-08-21,8,System Price,150.0,52141.4,26176.6,25964.800000000003,JEPX processed sampled bidding curve
2026-08-21,8,System Price,200.0,52141.4,26169.8,25971.600000000002,JEPX processed sampled bidding curve
2026-08-21,8,System Price,300.0,52141.7,18452.9,33688.799999999996,JEPX processed sampled bidding curve
2026-08-21,8,System Price,500.0,52141.7,18445.300046667446,33696.399953332555,JEPX processed sampled bidding curve
2026-08-21,8,System Price,800.0,52141.7,18443.20001166686,33698.49998833313,JEPX processed sampled bidding curve
2026-08-21,8,System Price,1000.0,52141.7,0.0,52141.7,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,0.0,15228.0,39678.2,-24450.199999999997,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,1.0,28243.4,39534.0,-11290.599999999999,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,5.0,28547.0,39156.6,-10609.599999999999,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,10.0,28704.0,37195.7,-8491.699999999997,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,15.0,29593.0,36718.6,-7125.5999999999985,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,20.0,31890.4,32411.8,-521.3999999999978,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,25.0,35530.5,31610.6,3919.9000000000015,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,30.0,36618.4,31460.3,5158.100000000002,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,40.0,36993.4,25871.0,11122.400000000001,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,50.0,37041.2,25438.5,11602.699999999997,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,75.0,37069.7,18219.7,18849.999999999996,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,100.0,37070.1,17508.5,19561.6,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,150.0,37070.1,17293.2,19776.899999999998,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,200.0,37070.1,17287.5,19782.6,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,300.0,37070.2,13129.7,23940.499999999996,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,500.0,37070.2,13124.270830770112,23945.929169229887,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,800.0,37070.2,13123.627044735977,23946.57295526402,JEPX processed sampled bidding curve
2026-08-21,9,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,1000.0,37070.2,0.0,37070.2,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,0.0,3280.5,16303.9,-13023.4,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,1.0,12670.2,16292.8,-3622.5999999999985,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,5.0,12929.5,16047.0,-3117.5,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,10.0,13008.6,15074.2,-2065.6000000000004,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,15.0,13115.3,12926.0,189.29999999999927,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,20.0,13580.3,12612.6,967.6999999999989,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,25.0,13644.0,12177.9,1466.1000000000004,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,30.0,13759.6,12124.9,1634.7000000000007,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,40.0,13877.0,11901.0,1976.0,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,50.0,13877.0,11845.6,2031.3999999999996,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,75.0,13878.2,10487.735173299101,3390.4648267008997,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,100.0,13933.8,9829.0,4104.799999999999,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,150.0,13933.8,9010.809836065575,4922.990163934424,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,200.0,13933.8,9002.6,4931.199999999999,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,300.0,13933.8,6105.3,7828.499999999999,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,500.0,13933.8,6104.398884104207,7829.401115895792,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,800.0,13933.8,6103.197150173822,7830.602849826178,JEPX processed sampled bidding curve
2026-08-21,9,Kansai / Chugoku / Shikoku,1000.0,13933.8,0.0,13933.8,JEPX processed sampled bidding curve
2026-08-21,9,System Price,0.0,17219.4,57472.5,-40253.1,JEPX processed sampled bidding curve
2026-08-21,9,System Price,1.0,40180.8,57303.7,-17122.899999999994,JEPX processed sampled bidding curve
2026-08-21,9,System Price,5.0,40808.4,56560.4,-15752.0,JEPX processed sampled bidding curve
2026-08-21,9,System Price,10.0,41080.3,53200.3,-12120.0,JEPX processed sampled bidding curve
2026-08-21,9,System Price,15.0,43362.4,50513.2,-7150.799999999996,JEPX processed sampled bidding curve
2026-08-21,9,System Price,20.0,46142.2,45833.0,309.1999999999971,JEPX processed sampled bidding curve
2026-08-21,9,System Price,25.0,50477.1,44572.6,5904.5,JEPX processed sampled bidding curve
2026-08-21,9,System Price,30.0,51732.5,44289.2,7443.300000000003,JEPX processed sampled bidding curve
2026-08-21,9,System Price,40.0,52229.3,38283.8,13945.5,JEPX processed sampled bidding curve
2026-08-21,9,System Price,50.0,52277.1,37775.7,14501.400000000001,JEPX processed sampled bidding curve
2026-08-21,9,System Price,75.0,52323.5,28641.7,23681.8,JEPX processed sampled bidding curve
2026-08-21,9,System Price,100.0,52379.5,27491.4,24888.1,JEPX processed sampled bidding curve
2026-08-21,9,System Price,150.0,52379.5,26394.0,25985.5,JEPX processed sampled bidding curve
2026-08-21,9,System Price,200.0,52379.5,26387.4,25992.1,JEPX processed sampled bidding curve
2026-08-21,9,System Price,300.0,52379.7,18644.7,33735.0,JEPX processed sampled bidding curve
2026-08-21,9,System Price,500.0,52379.7,18637.16671444524,33742.53328555476,JEPX processed sampled bidding curve
2026-08-21,9,System Price,800.0,52379.7,18635.016678611308,33744.683321388686,JEPX processed sampled bidding curve
2026-08-21,9,System Price,1000.0,52379.7,0.0,52379.7,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,0.0,15223.6,40202.8,-24979.200000000004,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,1.0,27974.3,40055.0,-12080.7,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,5.0,28534.7,39678.5,-11143.8,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,10.0,28687.6,37519.1,-8831.5,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,15.0,29534.6,37075.8,-7541.200000000004,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,20.0,31846.0,32766.4,-920.4000000000015,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,25.0,35240.9,31965.6,3275.300000000003,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,30.0,36584.4,31814.3,4770.100000000002,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,40.0,36952.3,26024.3,10928.000000000004,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,50.0,37000.2,25697.1,11303.099999999999,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,75.0,37028.9,18230.5,18798.4,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,100.0,37029.3,17521.3,19508.000000000004,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,150.0,37029.3,17303.3,19726.000000000004,JEPX processed sampled bidding curve
2026-08-21,10,Hokkaido / Tohoku / Tokyo / Chubu / Hokuriku,200.0,37029.3,17297.5,19731.800000000003,JEPX processed sampled bidding curve
