date,area,demand_peak_mw,demand_avg_mw,thermal_avg_mw,residual_thermal_peak_mw,renewable_curtailment_mwh,solar_midday_avg_mw,demand_midday_avg_mw,thermal_midday_avg_mw,thermal_evening_avg_mw,thermal_ramp_mw,solar_share_midday_pct,source
2024-03-01,Kansai,19954,17230.062,9844.25,11667,0.0,3344.375,18571.25,8878.0,10716.625,1838.625,18.008,JapanesePower.org regional half-hourly supply mix
2024-03-02,Kansai,18851,16800.292,8302.542,11971,0.0,3577.375,17104.25,6852.75,9164.25,2311.5,20.915,JapanesePower.org regional half-hourly supply mix
2024-03-03,Kansai,17732,15706.0,7261.271,10930,0.0,4871.75,15219.625,4808.5,8597.75,3789.25,32.01,JapanesePower.org regional half-hourly supply mix
2024-03-04,Kansai,20609,17241.188,9584.188,12367,0.0,3782.5,18960.25,8957.25,11126.625,2169.375,19.95,JapanesePower.org regional half-hourly supply mix
2024-03-05,Kansai,21951,18607.625,11941.229,14887,0.0,642.0,21469.875,13167.0,12789.625,-377.375,2.99,JapanesePower.org regional half-hourly supply mix
2024-03-06,Kansai,21392,18313.438,12017.958,13773,0.0,1015.125,20537.75,11892.625,12270.75,378.125,4.943,JapanesePower.org regional half-hourly supply mix
2024-03-07,Kansai,20285,17798.771,10685.646,12906,0.0,3565.5,19195.75,9333.5,11636.0,2302.5,18.574,JapanesePower.org regional half-hourly supply mix
2024-03-08,Kansai,20892,17921.708,10344.875,12737,0.0,3504.0,19358.0,8563.5,11595.125,3031.625,18.101,JapanesePower.org regional half-hourly supply mix
2024-03-09,Kansai,19246,16905.167,9069.479,12502,0.0,2875.75,17305.125,7107.25,10510.75,3403.5,16.618,JapanesePower.org regional half-hourly supply mix
2024-03-10,Kansai,18132,15854.854,8126.625,11453,0.0,4431.125,15595.875,5048.25,9590.875,4542.625,28.412,JapanesePower.org regional half-hourly supply mix
2024-03-11,Kansai,20719,17453.375,9924.271,12149,0.0,5189.375,18814.125,7675.875,11551.5,3875.625,27.582,JapanesePower.org regional half-hourly supply mix
2024-03-12,Kansai,21720,18009.0,10957.979,14579,0.0,791.625,20859.0,11510.875,11928.0,417.125,3.795,JapanesePower.org regional half-hourly supply mix
2024-03-13,Kansai,20682,17590.583,9697.5,12554,0.0,3576.25,19328.125,7498.0,11474.5,3976.5,18.503,JapanesePower.org regional half-hourly supply mix
2024-03-14,Kansai,20448,17472.042,9706.208,11959,0.0,4298.625,18709.375,7679.125,10928.625,3249.5,22.976,JapanesePower.org regional half-hourly supply mix
2024-03-15,Kansai,18925,16379.25,8661.708,10546,0.0,5364.25,17486.5,5720.125,9989.25,4269.125,30.677,JapanesePower.org regional half-hourly supply mix
2024-03-16,Kansai,15555,14166.396,6350.771,8567,49.0,5362.375,14435.75,2098.375,8166.875,6068.5,37.146,JapanesePower.org regional half-hourly supply mix
2024-03-17,Kansai,16036,13866.188,7160.375,9091,0.0,1386.0,14084.875,6084.625,8026.25,1941.625,9.84,JapanesePower.org regional half-hourly supply mix
2024-03-18,Kansai,19065,16548.542,8683.604,12006,0.0,4894.5,18195.0,6164.0,11174.75,5010.75,26.9,JapanesePower.org regional half-hourly supply mix
2024-03-19,Kansai,20313,17403.438,10524.188,11932,0.0,3247.5,18908.125,9456.875,11849.5,2392.625,17.175,JapanesePower.org regional half-hourly supply mix
2024-03-20,Kansai,19701,16899.521,9616.375,13229,0.0,2113.125,17903.375,7892.625,11491.5,3598.875,11.803,JapanesePower.org regional half-hourly supply mix
2024-03-21,Kansai,22291,18969.958,10719.417,14056,0.0,3848.0,20734.0,10249.5,11641.625,1392.125,18.559,JapanesePower.org regional half-hourly supply mix
2024-03-22,Kansai,20944,17823.521,10020.917,11929,0.0,5209.625,19365.125,7909.75,11128.0,3218.25,26.902,JapanesePower.org regional half-hourly supply mix
2024-03-23,Kansai,19008,16479.083,9582.396,11751,0.0,826.0,18325.875,9544.875,10338.875,794.0,4.507,JapanesePower.org regional half-hourly supply mix
2024-03-24,Kansai,16572,14709.604,8602.771,9700,0.0,839.125,15580.375,8506.125,8692.625,186.5,5.386,JapanesePower.org regional half-hourly supply mix
2024-03-25,Kansai,19356,16273.146,9879.958,11830,0.0,1183.75,18664.375,10296.5,10272.625,-23.875,6.342,JapanesePower.org regional half-hourly supply mix
2024-03-26,Kansai,19525,16765.021,9826.0,11806,0.0,1026.375,18979.75,10272.25,10743.125,470.875,5.408,JapanesePower.org regional half-hourly supply mix
2024-03-27,Kansai,18490,16003.396,7878.417,10019,208.0,5541.375,17393.5,4969.375,9699.125,4729.75,31.859,JapanesePower.org regional half-hourly supply mix
2024-03-28,Kansai,18198,16014.625,8931.146,10220,0.0,2582.75,17407.0,8769.375,9828.375,1059.0,14.837,JapanesePower.org regional half-hourly supply mix
2024-03-29,Kansai,16586,14386.396,5969.5,8342,41.5,5055.25,15782.125,4142.25,7054.125,2911.875,32.031,JapanesePower.org regional half-hourly supply mix
2024-03-30,Kansai,13802,12724.125,3877.146,6638,1208.0,5274.875,13418.25,1599.75,5715.625,4115.875,39.311,JapanesePower.org regional half-hourly supply mix
2024-03-31,Kansai,13495,11862.979,3931.104,6395,6224.5,3315.0,12139.625,1800.375,5673.625,3873.25,27.307,JapanesePower.org regional half-hourly supply mix
2024-04-01,Kansai,15368,13496.854,5035.146,7947,17.5,5347.875,14867.25,2259.375,6440.625,4181.25,35.971,JapanesePower.org regional half-hourly supply mix
2024-04-02,Kansai,15900,14356.167,5833.688,8393,0.0,3839.75,15440.375,3530.0,7136.875,3606.875,24.868,JapanesePower.org regional half-hourly supply mix
2024-04-03,Kansai,17729,15202.896,8278.896,9907,0.0,800.125,17437.125,8931.625,9128.25,196.625,4.589,JapanesePower.org regional half-hourly supply mix
2024-04-04,Kansai,16330,14553.229,6777.625,8701,0.0,2768.625,15823.0,5525.625,7533.875,2008.25,17.497,JapanesePower.org regional half-hourly supply mix
2024-04-05,Kansai,16522,14550.917,6610.583,8333,0.0,3739.0,15559.875,5208.375,7634.5,2426.125,24.03,JapanesePower.org regional half-hourly supply mix
2024-04-06,Kansai,13830,12683.062,5876.771,6526,20.0,4309.0,12749.875,3342.25,6858.0,3515.75,33.796,JapanesePower.org regional half-hourly supply mix
2024-04-07,Kansai,13683,11982.562,4551.854,6250,3829.0,3998.25,12134.25,1953.0,6005.5,4052.5,32.95,JapanesePower.org regional half-hourly supply mix
2024-04-08,Kansai,16210,14020.979,6800.562,7632,0.0,2014.5,15828.875,6299.625,7360.5,1060.875,12.727,JapanesePower.org regional half-hourly supply mix
2024-04-09,Kansai,16831,14864.688,6020.25,8584,0.0,1923.875,16226.5,4708.75,7621.5,2912.75,11.856,JapanesePower.org regional half-hourly supply mix
2024-04-10,Kansai,16432,14745.208,5304.75,7180,323.5,5485.375,15829.875,2553.875,6707.375,4153.5,34.652,JapanesePower.org regional half-hourly supply mix
2024-04-11,Kansai,15842,14369.208,4733.167,6764,0.0,4475.0,15512.875,3034.125,5323.0,2288.875,28.847,JapanesePower.org regional half-hourly supply mix
2024-04-12,Kansai,15835,14013.292,5050.312,6350,32.0,5437.375,15432.0,2194.25,6499.0,4304.75,35.234,JapanesePower.org regional half-hourly supply mix
2024-04-13,Kansai,13468,12330.729,4230.062,4858,9874.0,3595.375,12758.625,1665.25,5584.25,3919.0,28.18,JapanesePower.org regional half-hourly supply mix
2024-04-14,Kansai,13432,11711.333,3764.75,4787,13235.5,3371.625,11805.625,1624.5,5299.75,3675.25,28.559,JapanesePower.org regional half-hourly supply mix
2024-04-15,Kansai,15550,13530.396,5418.292,6508,0.0,4026.25,15195.75,4324.875,6909.75,2584.875,26.496,JapanesePower.org regional half-hourly supply mix
2024-04-16,Kansai,16354,14129.833,5461.688,6555,0.0,3632.125,15911.75,4287.625,6768.625,2481.0,22.827,JapanesePower.org regional half-hourly supply mix
2024-04-17,Kansai,16238,14055.938,5147.729,6502,1996.5,4969.5,15880.75,2885.5,7050.875,4165.375,31.293,JapanesePower.org regional half-hourly supply mix
2024-04-18,Kansai,15647,13835.167,5841.583,6515,0.0,2117.25,15186.5,4237.25,7793.75,3556.5,13.942,JapanesePower.org regional half-hourly supply mix
2024-04-19,Kansai,15564,13713.646,5431.208,6192,0.0,5679.0,15205.375,2608.625,7488.5,4879.875,37.349,JapanesePower.org regional half-hourly supply mix
2024-04-20,Kansai,13577,12291.333,5051.938,4923,0.0,3254.875,12731.375,2920.125,6935.5,4015.375,25.566,JapanesePower.org regional half-hourly supply mix
2024-04-21,Kansai,13865,12002.146,5671.5,5171,0.0,862.375,12552.625,4870.625,7090.25,2219.625,6.87,JapanesePower.org regional half-hourly supply mix
2024-04-22,Kansai,16161,13719.875,6431.292,6760,0.0,2748.625,15626.25,6421.0,7096.625,675.625,17.59,JapanesePower.org regional half-hourly supply mix
2024-04-23,Kansai,16426,14243.812,7150.458,7011,0.0,1347.5,16016.125,7340.5,7763.625,423.125,8.413,JapanesePower.org regional half-hourly supply mix
2024-04-24,Kansai,16313,14190.958,7030.479,7011,0.0,1980.5,15707.0,7522.75,7081.125,-441.625,12.609,JapanesePower.org regional half-hourly supply mix
2024-04-25,Kansai,16085,13790.854,5584.062,6437,295.0,5164.375,15641.125,2356.375,7787.25,5430.875,33.018,JapanesePower.org regional half-hourly supply mix
2024-04-26,Kansai,15094,13338.458,6889.083,5929,0.0,2649.25,14742.375,5701.125,8204.625,2503.5,17.97,JapanesePower.org regional half-hourly supply mix
2024-04-27,Kansai,13185,11966.771,4897.021,4601,0.0,1503.25,12622.375,3047.875,6402.625,3354.75,11.909,JapanesePower.org regional half-hourly supply mix
2024-04-28,Kansai,12926,11479.979,3353.708,3979,10970.0,3742.125,12374.0,1409.375,4944.875,3535.5,30.242,JapanesePower.org regional half-hourly supply mix
2024-04-29,Kansai,13536,11695.188,4964.188,4352,0.0,1574.375,12477.5,4769.625,5875.5,1105.875,12.618,JapanesePower.org regional half-hourly supply mix
2024-04-30,Kansai,15157,12794.438,5583.938,5444,0.0,2729.375,14319.5,5119.375,6046.125,926.75,19.061,JapanesePower.org regional half-hourly supply mix
2024-05-01,Kansai,14126,12438.375,5543.188,4614,0.0,1072.5,13755.875,5382.75,5735.125,352.375,7.797,JapanesePower.org regional half-hourly supply mix
2024-05-02,Kansai,13251,11922.812,3135.0,3948,5463.5,3917.625,12790.0,1305.0,3828.875,2523.875,30.63,JapanesePower.org regional half-hourly supply mix
2024-05-03,Kansai,12543,11143.604,2394.354,3254,11228.5,3854.125,12059.75,1022.25,3742.75,2720.5,31.959,JapanesePower.org regional half-hourly supply mix
2024-05-04,Kansai,12494,10912.062,2268.458,3140,10697.0,3965.125,11333.875,1040.875,3439.0,2398.125,34.985,JapanesePower.org regional half-hourly supply mix
2024-05-05,Kansai,12533,10966.562,2385.667,3188,6859.0,4541.5,11514.0,1225.25,3900.0,2674.75,39.443,JapanesePower.org regional half-hourly supply mix
2024-05-06,Kansai,13395,11668.188,4103.354,4093,0.0,1369.875,12472.625,3810.5,4889.0,1078.5,10.983,JapanesePower.org regional half-hourly supply mix
2024-05-07,Kansai,15737,13483.021,4894.229,5489,33.0,2832.5,15347.25,4346.875,5971.0,1624.125,18.456,JapanesePower.org regional half-hourly supply mix
2024-05-08,Kansai,15264,13586.771,5570.146,5669,0.0,3311.125,14932.5,4984.125,6771.25,1787.125,22.174,JapanesePower.org regional half-hourly supply mix
2024-05-09,Kansai,15739,13812.562,4604.729,5606,216.5,5208.25,15272.375,2037.25,6455.25,4418.0,34.102,JapanesePower.org regional half-hourly supply mix
2024-05-10,Kansai,15704,13813.75,4452.792,5513,168.0,5670.625,15390.375,2662.625,5588.75,2926.125,36.845,JapanesePower.org regional half-hourly supply mix
2024-05-11,Kansai,13891,12634.458,3464.104,4657,7715.0,4538.125,13399.25,1797.25,5185.5,3388.25,33.869,JapanesePower.org regional half-hourly supply mix
2024-05-12,Kansai,13713,12070.792,4497.688,4451,0.0,1613.5,12595.5,3722.875,5582.5,1859.625,12.81,JapanesePower.org regional half-hourly supply mix
2024-05-13,Kansai,16090,13762.792,5131.417,6395,0.0,849.5,15819.375,5424.25,5406.875,-17.375,5.37,JapanesePower.org regional half-hourly supply mix
2024-05-14,Kansai,15763,13973.188,4308.521,5660,2741.5,5275.75,15456.375,2495.75,5344.5,2848.75,34.133,JapanesePower.org regional half-hourly supply mix
2024-05-15,Kansai,16091,14006.583,4910.208,5924,0.0,2266.625,15781.0,4411.25,5534.375,1123.125,14.363,JapanesePower.org regional half-hourly supply mix
2024-05-16,Kansai,16175,13975.083,4901.0,5377,402.0,3454.125,15498.0,3716.5,5843.25,2126.75,22.288,JapanesePower.org regional half-hourly supply mix
2024-05-17,Kansai,16161,13943.417,4148.917,5742,87.0,5683.125,15849.625,2244.5,5465.75,3221.25,35.857,JapanesePower.org regional half-hourly supply mix
2024-05-18,Kansai,13598,12472.396,3511.0,4630,10955.5,3786.75,13399.875,1588.75,5543.5,3954.75,28.26,JapanesePower.org regional half-hourly supply mix
2024-05-19,Kansai,13518,11808.938,4037.188,4446,0.0,1151.625,12276.875,2834.75,6071.875,3237.125,9.38,JapanesePower.org regional half-hourly supply mix
2024-05-20,Kansai,16114,13644.021,4314.521,5613,14.0,4850.25,15613.5,3178.75,5461.25,2282.5,31.064,JapanesePower.org regional half-hourly supply mix
2024-05-21,Kansai,16773,14191.896,4620.208,5746,303.5,5179.125,16472.0,2346.25,6014.5,3668.25,31.442,JapanesePower.org regional half-hourly supply mix
2024-05-22,Kansai,15977,13946.771,5234.5,5906,0.0,3530.0,15605.25,4243.875,6169.75,1925.875,22.621,JapanesePower.org regional half-hourly supply mix
2024-05-23,Kansai,16552,14219.333,5949.542,6006,0.0,3673.875,16269.25,5456.375,6842.875,1386.5,22.582,JapanesePower.org regional half-hourly supply mix
2024-05-24,Kansai,17050,14337.458,5412.0,6132,6.0,4895.0,16791.25,3341.875,6405.375,3063.5,29.152,JapanesePower.org regional half-hourly supply mix
2024-05-25,Kansai,13447,12456.667,3300.062,4267,13970.5,3671.375,13347.0,1330.125,4399.375,3069.25,27.507,JapanesePower.org regional half-hourly supply mix
2024-05-26,Kansai,13986,12181.312,2940.729,4977,16582.0,2913.125,12961.25,1527.625,4487.25,2959.625,22.476,JapanesePower.org regional half-hourly supply mix
2024-05-27,Kansai,17645,14529.875,5925.729,7232,0.0,2327.5,16782.375,6562.875,6593.375,30.5,13.869,JapanesePower.org regional half-hourly supply mix
2024-05-28,Kansai,17721,14700.958,6679.479,8275,0.0,548.625,17256.25,7630.125,6793.75,-836.375,3.179,JapanesePower.org regional half-hourly supply mix
2024-05-29,Kansai,16080,14008.854,4141.792,6093,3200.0,5160.625,15742.125,1860.125,5453.875,3593.75,32.782,JapanesePower.org regional half-hourly supply mix
2024-05-30,Kansai,16556,14106.521,4990.125,6224,0.0,4020.875,16090.0,3823.625,6549.625,2726.0,24.99,JapanesePower.org regional half-hourly supply mix
2024-05-31,Kansai,16309,13996.979,6355.917,6300,0.0,1368.25,16055.75,6555.625,6967.75,412.125,8.522,JapanesePower.org regional half-hourly supply mix
2024-06-01,Kansai,13926,12460.312,3193.354,4448,17597.5,3017.125,13318.0,1558.375,4267.0,2708.625,22.654,JapanesePower.org regional half-hourly supply mix
2024-06-02,Kansai,13456,11925.833,3409.979,5316,12289.0,1932.25,12582.875,1681.375,5384.0,3702.625,15.356,JapanesePower.org regional half-hourly supply mix
2024-06-03,Kansai,16502,13741.833,4467.833,6937,1469.5,4362.5,16112.625,2235.125,6716.125,4481.0,27.075,JapanesePower.org regional half-hourly supply mix
2024-06-04,Kansai,16481,14106.271,4794.812,7133,0.0,4257.875,16229.375,3292.375,5767.5,2475.125,26.236,JapanesePower.org regional half-hourly supply mix
2024-06-05,Kansai,17008,14458.583,5049.896,7382,0.0,5437.875,16648.625,3356.875,6225.375,2868.5,32.663,JapanesePower.org regional half-hourly supply mix
2024-06-06,Kansai,16891,14334.917,5976.938,7202,0.0,3191.125,16455.625,5556.5,6677.625,1121.125,19.392,JapanesePower.org regional half-hourly supply mix
2024-06-07,Kansai,17885,14773.417,5585.167,7157,0.0,5051.625,17567.25,4702.875,6131.5,1428.625,28.756,JapanesePower.org regional half-hourly supply mix
2024-06-08,Kansai,14467,12848.646,4427.646,5686,5505.5,3474.5,14213.375,2407.25,5848.125,3440.875,24.445,JapanesePower.org regional half-hourly supply mix
2024-06-09,Kansai,13539,12015.417,5296.458,5310,0.0,1121.75,12789.625,4305.75,6120.5,1814.75,8.771,JapanesePower.org regional half-hourly supply mix
2024-06-10,Kansai,17786,14377.354,5255.708,7741,0.0,4752.25,17040.0,4553.375,6233.0,1679.625,27.889,JapanesePower.org regional half-hourly supply mix
2024-06-11,Kansai,19116,15247.896,5539.458,8213,0.0,5301.375,18371.875,4532.125,6955.75,2423.625,28.856,JapanesePower.org regional half-hourly supply mix
2024-06-12,Kansai,19651,15763.646,5961.208,8822,0.0,5563.0,19109.125,4395.375,7346.125,2950.75,29.112,JapanesePower.org regional half-hourly supply mix
2024-06-13,Kansai,20104,16080.292,5968.229,9774,0.0,4894.5,18849.375,5365.5,6804.875,1439.375,25.966,JapanesePower.org regional half-hourly supply mix
2024-06-14,Kansai,21120,16460.938,6005.396,9671,0.0,5624.0,20195.75,5445.0,7449.875,2004.875,27.847,JapanesePower.org regional half-hourly supply mix
2024-06-15,Kansai,16132,13910.75,5861.021,6859,0.0,3593.75,15748.625,4482.75,6643.375,2160.625,22.819,JapanesePower.org regional half-hourly supply mix
2024-06-16,Kansai,16147,13661.354,4746.125,7428,0.0,4991.0,15164.25,2513.625,6638.125,4124.5,32.913,JapanesePower.org regional half-hourly supply mix
2024-06-17,Kansai,19015,15388.167,7047.062,9327,0.0,1791.5,18460.5,7452.625,7775.5,322.875,9.705,JapanesePower.org regional half-hourly supply mix
2024-06-18,Kansai,17802,15052.938,6383.167,8391,0.0,1990.5,17031.125,6161.875,7062.375,900.5,11.687,JapanesePower.org regional half-hourly supply mix
2024-06-19,Kansai,19698,15695.583,5993.354,8824,0.0,5311.125,18522.75,5491.875,7802.0,2310.125,28.674,JapanesePower.org regional half-hourly supply mix
2024-06-20,Kansai,19011,15588.438,6502.958,9052,0.0,2918.375,18413.0,7162.25,6962.875,-199.375,15.85,JapanesePower.org regional half-hourly supply mix
2024-06-21,Kansai,18502,15245.312,5702.771,7875,0.0,4114.5,17351.25,5206.25,6651.625,1445.375,23.713,JapanesePower.org regional half-hourly supply mix
2024-06-22,Kansai,16047,13862.375,5115.312,6625,0.0,3304.875,15696.875,4754.5,5720.25,965.75,21.054,JapanesePower.org regional half-hourly supply mix
2024-06-23,Kansai,16039,13958.0,5075.875,7973,0.0,1163.25,15279.0,4814.25,6200.125,1385.875,7.613,JapanesePower.org regional half-hourly supply mix
2024-06-24,Kansai,19779,16044.792,6904.458,9739,0.0,2168.125,19304.0,7566.625,8162.0,595.375,11.231,JapanesePower.org regional half-hourly supply mix
2024-06-25,Kansai,19521,16365.479,6686.708,9908,0.0,1867.0,19133.875,7438.625,7459.625,21.0,9.758,JapanesePower.org regional half-hourly supply mix
2024-06-26,Kansai,19313,15926.479,6421.979,8868,0.0,3421.0,18582.25,6930.25,7698.125,767.875,18.41,JapanesePower.org regional half-hourly supply mix
2024-06-27,Kansai,18399,15436.688,6626.854,8511,0.0,1635.25,17959.75,7672.375,7058.875,-613.5,9.105,JapanesePower.org regional half-hourly supply mix
2024-06-28,Kansai,18611,15601.896,7839.812,9367,0.0,1074.375,18290.5,8912.25,8661.75,-250.5,5.874,JapanesePower.org regional half-hourly supply mix
2024-06-29,Kansai,16440,14381.854,5897.979,7247,0.0,4417.625,16143.25,4258.875,7981.5,3722.625,27.365,JapanesePower.org regional half-hourly supply mix
2024-06-30,Kansai,16687,14312.958,5985.771,8181,0.0,2077.375,15491.375,5217.125,8256.625,3039.5,13.41,JapanesePower.org regional half-hourly supply mix
2024-07-01,Kansai,19970,16496.417,8646.542,11149,0.0,887.375,19672.625,10343.0,10044.75,-298.25,4.511,JapanesePower.org regional half-hourly supply mix
2024-07-02,Kansai,20001,16754.479,8198.417,10464,0.0,1345.5,19596.375,9271.125,9698.0,426.875,6.866,JapanesePower.org regional half-hourly supply mix
2024-07-03,Kansai,22977,18128.0,7365.167,11840,0.0,4170.625,21826.875,7318.125,8542.625,1224.5,19.108,JapanesePower.org regional half-hourly supply mix
2024-07-04,Kansai,23551,18834.479,8204.542,12699,0.0,3461.625,22590.75,8755.625,10153.625,1398.0,15.323,JapanesePower.org regional half-hourly supply mix
2024-07-05,Kansai,24424,19491.938,8099.583,13173,0.0,5225.0,23741.625,8571.0,9699.0,1128.0,22.008,JapanesePower.org regional half-hourly supply mix
2024-07-06,Kansai,21298,17848.667,6832.917,11293,0.0,4664.5,20652.375,6138.875,8386.0,2247.125,22.586,JapanesePower.org regional half-hourly supply mix
2024-07-07,Kansai,20175,16914.688,6300.771,11217,0.0,5111.0,19080.625,5370.625,8901.5,3530.875,26.786,JapanesePower.org regional half-hourly supply mix
2024-07-08,Kansai,25746,19996.438,8281.021,14619,0.0,4905.75,24737.5,8546.5,9715.375,1168.875,19.831,JapanesePower.org regional half-hourly supply mix
2024-07-09,Kansai,24875,19762.083,9384.875,14090,0.0,2750.25,24140.125,9824.0,10079.625,255.625,11.393,JapanesePower.org regional half-hourly supply mix
2024-07-10,Kansai,23721,18958.854,8603.333,13394,0.0,2150.375,23235.0,9257.75,9204.125,-53.625,9.255,JapanesePower.org regional half-hourly supply mix
2024-07-11,Kansai,20656,17359.708,8021.25,11154,0.0,1402.0,20202.0,8848.75,8501.375,-347.375,6.94,JapanesePower.org regional half-hourly supply mix
2024-07-12,Kansai,19342,16474.0,7201.917,9764,0.0,1585.875,18878.625,7604.75,7871.0,266.25,8.4,JapanesePower.org regional half-hourly supply mix
2024-07-13,Kansai,16768,14786.896,6179.542,7876,0.0,2119.375,16468.625,5954.875,7091.75,1136.875,12.869,JapanesePower.org regional half-hourly supply mix
2024-07-14,Kansai,16690,14492.667,5907.458,8057,0.0,1647.0,15669.5,5644.125,6546.625,902.5,10.511,JapanesePower.org regional half-hourly supply mix
2024-07-15,Kansai,17803,15270.354,6277.417,8839,0.0,1987.375,17316.625,6080.375,7451.5,1371.125,11.477,JapanesePower.org regional half-hourly supply mix
2024-07-16,Kansai,22316,17628.0,7694.312,12125,0.0,3485.5,21764.875,8449.5,10088.0,1638.5,16.014,JapanesePower.org regional half-hourly supply mix
2024-07-17,Kansai,24061,18796.812,7506.396,12993,0.0,4469.5,22913.375,7400.125,9458.0,2057.875,19.506,JapanesePower.org regional half-hourly supply mix
2024-07-18,Kansai,24871,19413.604,8096.562,13310,0.0,4791.25,23917.25,8474.375,10059.125,1584.75,20.033,JapanesePower.org regional half-hourly supply mix
2024-07-19,Kansai,25940,20457.792,8094.771,15024,0.0,4755.125,25370.625,8457.625,9887.125,1429.5,18.743,JapanesePower.org regional half-hourly supply mix
2024-07-20,Kansai,21594,18232.021,7409.333,11443,0.0,3706.0,21299.5,7114.125,8586.75,1472.625,17.399,JapanesePower.org regional half-hourly supply mix
2024-07-21,Kansai,21366,17746.521,7311.979,12594,0.0,4925.875,20268.125,6142.125,9054.875,2912.75,24.304,JapanesePower.org regional half-hourly supply mix
2024-07-22,Kansai,27167,20748.562,9271.833,16082,0.0,4870.25,26291.75,9124.75,11499.75,2375.0,18.524,JapanesePower.org regional half-hourly supply mix
2024-07-23,Kansai,26409,20923.979,9273.979,14975,0.0,5016.0,25763.375,9206.5,11386.625,2180.125,19.469,JapanesePower.org regional half-hourly supply mix
2024-07-24,Kansai,25801,20320.375,9214.896,14899,0.0,3841.125,25056.25,9294.0,10400.875,1106.875,15.33,JapanesePower.org regional half-hourly supply mix
2024-07-25,Kansai,26120,20359.583,8868.417,15139,0.0,4239.125,25373.125,8934.5,10361.125,1426.625,16.707,JapanesePower.org regional half-hourly supply mix
2024-07-26,Kansai,26632,20863.375,9479.208,15481,0.0,4680.0,25863.125,8976.5,10677.125,1700.625,18.095,JapanesePower.org regional half-hourly supply mix
2024-07-27,Kansai,22481,18936.0,7668.146,12863,0.0,4694.5,22116.125,6832.75,9126.875,2294.125,21.227,JapanesePower.org regional half-hourly supply mix
2024-07-28,Kansai,21744,18329.104,7235.021,13122,0.0,4597.0,20969.5,5988.75,8519.75,2531.0,21.922,JapanesePower.org regional half-hourly supply mix
2024-07-29,Kansai,26481,20814.333,9687.854,16063,0.0,5083.875,25666.0,9133.875,12527.5,3393.625,19.808,JapanesePower.org regional half-hourly supply mix
2024-07-30,Kansai,26445,21027.146,9712.458,16037,0.0,3794.5,25736.75,10121.625,11172.0,1050.375,14.744,JapanesePower.org regional half-hourly supply mix
2024-07-31,Kansai,25606,20516.854,9562.083,15376,0.0,3707.5,24698.0,9856.0,11189.125,1333.125,15.011,JapanesePower.org regional half-hourly supply mix
2024-08-01,Kansai,26896,20922.417,9293.917,16530,0.0,4965.75,25588.0,9297.75,11467.75,2170.0,19.407,JapanesePower.org regional half-hourly supply mix
2024-08-02,Kansai,27659,21567.333,9449.333,17038,0.0,4867.375,26606.125,9721.375,11193.375,1472.0,18.294,JapanesePower.org regional half-hourly supply mix
2024-08-03,Kansai,23955,19727.25,9300.917,14145,0.0,4829.75,23415.0,9155.375,10866.5,1711.125,20.627,JapanesePower.org regional half-hourly supply mix
2024-08-04,Kansai,22403,18377.75,9529.125,13020,0.0,4394.375,21628.5,8668.5,11538.625,2870.125,20.318,JapanesePower.org regional half-hourly supply mix
2024-08-05,Kansai,26491,20873.083,9932.625,16534,0.0,4043.0,26112.5,10602.0,12102.75,1500.75,15.483,JapanesePower.org regional half-hourly supply mix
2024-08-06,Kansai,27210,21157.417,10300.688,16342,0.0,4406.125,26592.375,10656.625,11902.5,1245.875,16.569,JapanesePower.org regional half-hourly supply mix
2024-08-07,Kansai,26020,20475.833,10045.042,15972,0.0,4440.75,25164.375,10701.25,11881.625,1180.375,17.647,JapanesePower.org regional half-hourly supply mix
2024-08-08,Kansai,25663,19908.188,9597.625,15635,0.0,5037.0,24170.0,9574.5,12189.375,2614.875,20.84,JapanesePower.org regional half-hourly supply mix
2024-08-09,Kansai,25822,19967.5,8872.583,15259,0.0,4760.125,24882.125,9238.25,10653.375,1415.125,19.131,JapanesePower.org regional half-hourly supply mix
2024-08-10,Kansai,20153,17003.292,7911.958,11017,0.0,4275.375,19998.375,7004.0,9123.125,2119.125,21.379,JapanesePower.org regional half-hourly supply mix
2024-08-11,Kansai,18882,15724.229,6498.021,10591,0.0,4532.25,18007.375,4826.0,8072.375,3246.375,25.169,JapanesePower.org regional half-hourly supply mix
2024-08-12,Kansai,19207,15876.625,6648.229,11058,0.0,4034.5,18005.75,5546.125,8579.75,3033.625,22.407,JapanesePower.org regional half-hourly supply mix
2024-08-13,Kansai,21164,16985.542,7035.312,12378,0.0,4805.25,20084.875,6184.5,9247.0,3062.5,23.925,JapanesePower.org regional half-hourly supply mix
2024-08-14,Kansai,21373,17278.729,7650.0,12688,0.0,4834.125,20385.5,6948.875,9969.0,3020.125,23.714,JapanesePower.org regional half-hourly supply mix
2024-08-15,Kansai,21135,17152.208,7944.958,12204,0.0,4642.5,20405.125,8029.5,9424.375,1394.875,22.752,JapanesePower.org regional half-hourly supply mix
2024-08-16,Kansai,20597,16925.271,7812.688,11125,0.0,3034.125,20187.375,7734.625,9061.75,1327.125,15.03,JapanesePower.org regional half-hourly supply mix
2024-08-17,Kansai,19960,16588.688,7793.083,11605,0.0,3595.5,19539.0,7157.75,9685.375,2527.625,18.402,JapanesePower.org regional half-hourly supply mix
2024-08-18,Kansai,20643,16683.688,7931.75,12396,0.0,4701.5,19134.625,6865.75,10610.25,3744.5,24.571,JapanesePower.org regional half-hourly supply mix
